ecoregion species DOMpool DecayRate AmountT0 Q10
420_4 ACER.RUB 2 0.5 11.5539 2
420_4 ACER.RUB 3 0.1435 9.6541 2
420_4 ACER.RUB 4 0.1435 8.5813 2
420_4 ACER.RUB 5 0.0374 0.6979 2
420_4 ACER.RUB 6 0.015 120.3661 2.65
420_4 ACER.RUB 7 0.0033 531.4848 1
420_4 ACER.RUB 8 0.0187 0.5842 2
420_4 ACER.RUB 9 0.0718 0.4327 2
420_4 ACER.RUB 10 0.0001 0.0001 2
420_4 ACER.SAH 1 0.355 104.0797 2.65
420_4 ACER.SAH 2 0.5 39.9701 2
420_4 ACER.SAH 3 0.1435 103.1969 2
420_4 ACER.SAH 4 0.1435 30.1283 2
420_4 ACER.SAH 5 0.0374 206.5343 2
420_4 ACER.SAH 6 0.015 895.6422 2.65
420_4 ACER.SAH 7 0.0033 2824.2609 1
420_4 ACER.SAH 8 0.0187 157.0972 2
420_4 ACER.SAH 9 0.0718 35.119 2
420_4 ACER.SAH 10 0.0001 0.0001 2
420_4 BETU.ALL 1 0.355 95.2205 2.65
420_4 BETU.ALL 2 0.5 43.0614 2
420_4 BETU.ALL 3 0.1435 58.1296 2
420_4 BETU.ALL 4 0.1435 30.4246 2
420_4 BETU.ALL 5 0.0374 41.5888 2
420_4 BETU.ALL 6 0.015 485.3773 2.65
420_4 BETU.ALL 7 0.0033 1878.2038 1
420_4 BETU.ALL 8 0.0187 41.2472 2
420_4 BETU.ALL 9 0.0718 12.3949 2
420_4 BETU.ALL 10 0.0001 0.0001 2
420_4 BETU.PAP 1 0.355 37.2762 2.65
420_4 BETU.PAP 2 0.5 18.1292 2
420_4 BETU.PAP 3 0.1435 13.0767 2
420_4 BETU.PAP 4 0.1435 12.4507 2
420_4 BETU.PAP 5 0.0374 0.0901 2
420_4 BETU.PAP 6 0.015 153.9627 2.65
420_4 BETU.PAP 7 0.0033 696.5001 1
420_4 BETU.PAP 8 0.0187 0.0997 2
420_4 BETU.PAP 9 0.0718 0.1625 2
420_4 BETU.PAP 10 0.0001 0.0001 2
420_4 FAGU.GRA 1 0.355 23.3666 2.65
420_4 FAGU.GRA 2 0.5 7.4772 2
420_4 FAGU.GRA 3 0.1435 44.445 2
420_4 FAGU.GRA 4 0.1435 7.8745 2
420_4 FAGU.GRA 5 0.0374 161.4254 2
420_4 FAGU.GRA 6 0.015 519.3991 2.65
420_4 FAGU.GRA 7 0.0033 1592.7663 1
420_4 FAGU.GRA 8 0.0187 90.754 2
420_4 FAGU.GRA 9 0.0718 12.1972 2
420_4 FAGU.GRA 10 0.0001 0.0001 2
420_4 LARI.LAR 1 0.355 24.6994 2.65
420_4 LARI.LAR 2 0.5 11.9191 2
420_4 LARI.LAR 3 0.1435 8.4238 2
420_4 LARI.LAR 4 0.1435 8.1039 2
420_4 LARI.LAR 5 0.0374 0.111 2
420_4 LARI.LAR 6 0.015 95.9951 2.65
420_4 LARI.LAR 7 0.0033 413.9046 1
420_4 LARI.LAR 8 0.0187 0.044 2
420_4 LARI.LAR 9 0.0718 0.044 2
420_4 LARI.LAR 10 0.0001 0.0001 2
420_4 PICE.GLA 1 0.355 282.0195 2.65
420_4 PICE.GLA 2 0.5 86.7072 2
420_4 PICE.GLA 3 0.1435 301.6585 2
420_4 PICE.GLA 4 0.1435 63.3589 2
420_4 PICE.GLA 5 0.0374 647.5372 2
420_4 PICE.GLA 6 0.015 1823.4709 2.65
420_4 PICE.GLA 7 0.0033 5016.9123 1
420_4 PICE.GLA 8 0.0187 583.0918 2
420_4 PICE.GLA 9 0.0718 129.2581 2
420_4 PICE.GLA 10 0.0001 0.0001 2
420_4 PICE.MAR 1 0.355 135.6303 2.65
420_4 PICE.MAR 2 0.5 48.7233 2
420_4 PICE.MAR 3 0.1435 143.0352 2
420_4 PICE.MAR 4 0.1435 38.3144 2
420_4 PICE.MAR 5 0.0374 252.9803 2
420_4 PICE.MAR 6 0.015 1067.4208 2.65
420_4 PICE.MAR 7 0.0033 3193.2554 1
420_4 PICE.MAR 8 0.0187 177.9749 2
420_4 PICE.MAR 9 0.0718 50.7926 2
420_4 PICE.MAR 10 0.0001 0.0001 2
420_4 PICE.RUB 1 0.355 30.8201 2.65
420_4 PICE.RUB 2 0.5 15.0443 2
420_4 PICE.RUB 3 0.1435 10.3938 2
420_4 PICE.RUB 4 0.1435 10.1228 2
420_4 PICE.RUB 5 0.0374 1.4652 2
420_4 PICE.RUB 6 0.015 121.7721 2.65
420_4 PICE.RUB 7 0.0033 550.4474 1
420_4 PICE.RUB 8 0.0187 0.3544 2
420_4 PICE.RUB 9 0.0718 0.0424 2
420_4 PICE.RUB 10 0.0001 0.0001 2
420_4 PINU.BAN 1 0.355 193.2362 2.65
420_4 PINU.BAN 2 0.5 75.6426 2
420_4 PINU.BAN 3 0.1435 178.5137 2
420_4 PINU.BAN 4 0.1435 55.3722 2
420_4 PINU.BAN 5 0.0374 303.8368 2
420_4 PINU.BAN 6 0.015 1347.1633 2.65
420_4 PINU.BAN 7 0.0033 4012.8768 1
420_4 PINU.BAN 8 0.0187 204.7268 2
420_4 PINU.BAN 9 0.0718 57.5206 2
420_4 PINU.BAN 10 0.0001 0.0001 2
420_4 PINU.RES 1 0.355 2.1292 2.65
420_4 PINU.RES 2 0.5 0.5035 2
420_4 PINU.RES 3 0.1435 7.0584 2
420_4 PINU.RES 4 0.1435 0.8078 2
420_4 PINU.RES 5 0.0374 17.1674 2
420_4 PINU.RES 6 0.015 72.3536 2.65
420_4 PINU.RES 7 0.0033 201.4693 1
420_4 PINU.RES 8 0.0187 8.6627 2
420_4 PINU.RES 9 0.0718 1.767 2
420_4 PINU.RES 10 0.0001 0.0001 2
420_4 PINU.STR 1 0.355 107.4088 2.65
420_4 PINU.STR 2 0.5 50.2561 2
420_4 PINU.STR 3 0.1435 48.3705 2
420_4 PINU.STR 4 0.1435 34.1641 2
420_4 PINU.STR 5 0.0374 55.0305 2
420_4 PINU.STR 6 0.015 512.6483 2.65
420_4 PINU.STR 7 0.0033 2013.9759 1
420_4 PINU.STR 8 0.0187 26.7798 2
420_4 PINU.STR 9 0.0718 7.6793 2
420_4 PINU.STR 10 0.0001 0.0001 2
420_4 POPU.TRE 1 0.355 92.2189 2.65
420_4 POPU.TRE 2 0.5 41.6969 2
420_4 POPU.TRE 3 0.1435 53.5654 2
420_4 POPU.TRE 4 0.1435 31.0462 2
420_4 POPU.TRE 5 0.0374 27.5327 2
420_4 POPU.TRE 6 0.015 528.1716 2.65
420_4 POPU.TRE 7 0.0033 2015.4114 1
420_4 POPU.TRE 8 0.0187 26.2329 2
420_4 POPU.TRE 9 0.0718 9.672 2
420_4 POPU.TRE 10 0.0001 0.0001 2
420_4 QUER.RUB 1 0.355 105.0009 2.65
420_4 QUER.RUB 2 0.5 24.5832 2
420_4 QUER.RUB 3 0.1435 260.2736 2
420_4 QUER.RUB 4 0.1435 25.8275 2
420_4 QUER.RUB 5 0.0374 686.9391 2
420_4 QUER.RUB 6 0.015 1848.4248 2.65
420_4 QUER.RUB 7 0.0033 4851.5134 1
420_4 QUER.RUB 8 0.0187 440.958 2
420_4 QUER.RUB 9 0.0718 102.8337 2
420_4 QUER.RUB 10 0.0001 0.0001 2
420_4 THUJ.SPP.ALL 1 0.355 76.0562 2.65
420_4 THUJ.SPP.ALL 2 0.5 35.6678 2
420_4 THUJ.SPP.ALL 3 0.1435 33.745 2
420_4 THUJ.SPP.ALL 4 0.1435 25.2776 2
420_4 THUJ.SPP.ALL 5 0.0374 36.3657 2
420_4 THUJ.SPP.ALL 6 0.015 374.0335 2.65
420_4 THUJ.SPP.ALL 7 0.0033 1551.9101 1
420_4 THUJ.SPP.ALL 8 0.0187 21.6298 2
420_4 THUJ.SPP.ALL 9 0.0718 3.7853 2
420_4 THUJ.SPP.ALL 10 0.0001 0.0001 2
420_4 TSUG.CAN 1 0.355 71.8963 2.65
420_4 TSUG.CAN 2 0.5 34.2198 2
420_4 TSUG.CAN 3 0.1435 30.9071 2
420_4 TSUG.CAN 4 0.1435 23.3122 2
420_4 TSUG.CAN 5 0.0374 41.4289 2
420_4 TSUG.CAN 6 0.015 342.5451 2.65
420_4 TSUG.CAN 7 0.0033 1399.9292 1
420_4 TSUG.CAN 8 0.0187 20.0853 2
420_4 TSUG.CAN 9 0.0718 3.3532 2
420_4 TSUG.CAN 10 0.0001 0.0001 2
420_5 ABIE.BAL 1 0.355 5.4742 2.65
420_5 ABIE.BAL 2 0.5 2.5648 2
420_5 ABIE.BAL 3 0.1435 1.9304 2
420_5 ABIE.BAL 4 0.1435 1.8882 2
420_5 ABIE.BAL 5 0.0374 0.0831 2
420_5 ABIE.BAL 6 0.015 29.0593 2.65
420_5 ABIE.BAL 7 0.0033 132.398 1
420_5 ABIE.BAL 8 0.0187 0.0311 2
420_5 ABIE.BAL 9 0.0718 0.0128 2
420_5 ABIE.BAL 10 0.0001 0.0001 2
420_5 ACER.RUB 1 0.355 22.4286 2.65
420_5 ACER.RUB 2 0.5 10.7099 2
420_5 ACER.RUB 3 0.1435 8.9691 2
420_5 ACER.RUB 4 0.1435 7.9548 2
420_5 ACER.RUB 5 0.0374 0.7074 2
420_5 ACER.RUB 6 0.015 111.7164 2.65
420_5 ACER.RUB 7 0.0033 498.4372 1
420_5 ACER.RUB 8 0.0187 0.5947 2
420_5 ACER.RUB 9 0.0718 0.4122 2
420_5 ACER.RUB 10 0.0001 0.0001 2
420_5 ACER.SAH 1 0.355 97.1424 2.65
420_5 ACER.SAH 2 0.5 37.8235 2
420_5 ACER.SAH 3 0.1435 95.4916 2
420_5 ACER.SAH 4 0.1435 28.668 2
420_5 ACER.SAH 5 0.0374 188.127 2
420_5 ACER.SAH 6 0.015 839.3971 2.65
420_5 ACER.SAH 7 0.0033 2691.4793 1
420_5 ACER.SAH 8 0.0187 147.6155 2
420_5 ACER.SAH 9 0.0718 33.1226 2
420_5 ACER.SAH 10 0.0001 0.0001 2
420_5 BETU.ALL 1 0.355 92.3385 2.65
420_5 BETU.ALL 2 0.5 42.0449 2
420_5 BETU.ALL 3 0.1435 56.5329 2
420_5 BETU.ALL 4 0.1435 29.8821 2
420_5 BETU.ALL 5 0.0374 41.5097 2
420_5 BETU.ALL 6 0.015 482.1199 2.65
420_5 BETU.ALL 7 0.0033 1880.0866 1
420_5 BETU.ALL 8 0.0187 41.4582 2
420_5 BETU.ALL 9 0.0718 12.2212 2
420_5 BETU.ALL 10 0.0001 0.0001 2
420_5 BETU.PAP 1 0.355 36.7048 2.65
420_5 BETU.PAP 2 0.5 17.9298 2
420_5 BETU.PAP 3 0.1435 13.2415 2
420_5 BETU.PAP 4 0.1435 12.3884 2
420_5 BETU.PAP 5 0.0374 0.1817 2
420_5 BETU.PAP 6 0.015 154.6766 2.65
420_5 BETU.PAP 7 0.0033 705.5687 1
420_5 BETU.PAP 8 0.0187 0.2173 2
420_5 BETU.PAP 9 0.0718 0.3625 2
420_5 BETU.PAP 10 0.0001 0.0001 2
420_5 FAGU.GRA 1 0.355 24.0386 2.65
420_5 FAGU.GRA 2 0.5 7.5807 2
420_5 FAGU.GRA 3 0.1435 48.5348 2
420_5 FAGU.GRA 4 0.1435 8.8057 2
420_5 FAGU.GRA 5 0.0374 162.8512 2
420_5 FAGU.GRA 6 0.015 541.2503 2.65
420_5 FAGU.GRA 7 0.0033 1669.6221 1
420_5 FAGU.GRA 8 0.0187 97.53 2
420_5 FAGU.GRA 9 0.0718 13.2462 2
420_5 FAGU.GRA 10 0.0001 0.0001 2
420_5 LARI.LAR 1 0.355 25.0015 2.65
420_5 LARI.LAR 2 0.5 11.9772 2
420_5 LARI.LAR 3 0.1435 9.5723 2
420_5 LARI.LAR 4 0.1435 8.2212 2
420_5 LARI.LAR 5 0.0374 0.1133 2
420_5 LARI.LAR 6 0.015 99.9153 2.65
420_5 LARI.LAR 7 0.0033 428.1288 1
420_5 LARI.LAR 8 0.0187 0.103 2
420_5 LARI.LAR 9 0.0718 1.0004 2
420_5 LARI.LAR 10 0.0001 0.0001 2
420_5 PICE.GLA 1 0.355 272.4032 2.65
420_5 PICE.GLA 2 0.5 84.3728 2
420_5 PICE.GLA 3 0.1435 294.5547 2
420_5 PICE.GLA 4 0.1435 62.1055 2
420_5 PICE.GLA 5 0.0374 633.0626 2
420_5 PICE.GLA 6 0.015 1808.2901 2.65
420_5 PICE.GLA 7 0.0033 5013.9439 1
420_5 PICE.GLA 8 0.0187 578.0495 2
420_5 PICE.GLA 9 0.0718 128.9845 2
420_5 PICE.GLA 10 0.0001 0.0001 2
420_5 PICE.MAR 1 0.355 130.7923 2.65
420_5 PICE.MAR 2 0.5 47.9436 2
420_5 PICE.MAR 3 0.1435 137.6316 2
420_5 PICE.MAR 4 0.1435 38.001 2
420_5 PICE.MAR 5 0.0374 244.1703 2
420_5 PICE.MAR 6 0.015 1067.0728 2.65
420_5 PICE.MAR 7 0.0033 3247.788 1
420_5 PICE.MAR 8 0.0187 171.61 2
420_5 PICE.MAR 9 0.0718 49.0306 2
420_5 PICE.MAR 10 0.0001 0.0001 2
420_5 PICE.RUB 1 0.355 21.3582 2.65
420_5 PICE.RUB 2 0.5 10.4144 2
420_5 PICE.RUB 3 0.1435 7.1275 2
420_5 PICE.RUB 4 0.1435 7.0793 2
420_5 PICE.RUB 5 0.0374 0.488 2
420_5 PICE.RUB 6 0.015 82.5807 2.65
420_5 PICE.RUB 7 0.0033 387.0052 1
420_5 PICE.RUB 8 0.0187 0.1075 2
420_5 PICE.RUB 9 0.0718 0.002 2
420_5 PICE.RUB 10 0.0001 0.0001 2
420_5 PINU.BAN 1 0.355 174.2552 2.65
420_5 PINU.BAN 2 0.5 71.3321 2
420_5 PINU.BAN 3 0.1435 150.7421 2
420_5 PINU.BAN 4 0.1435 52.8967 2
420_5 PINU.BAN 5 0.0374 254.3783 2
420_5 PINU.BAN 6 0.015 1251.3431 2.65
420_5 PINU.BAN 7 0.0033 3897.9334 1
420_5 PINU.BAN 8 0.0187 164.5098 2
420_5 PINU.BAN 9 0.0718 45.3585 2
420_5 PINU.BAN 10 0.0001 0.0001 2
420_5 PINU.RES 1 0.355 0.8063 2.65
420_5 PINU.RES 2 0.5 0.2055 2
420_5 PINU.RES 3 0.1435 3.643 2
420_5 PINU.RES 4 0.1435 0.4184 2
420_5 PINU.RES 5 0.0374 11.5594 2
420_5 PINU.RES 6 0.015 50.6967 2.65
420_5 PINU.RES 7 0.0033 152.3417 1
420_5 PINU.RES 8 0.0187 5.3692 2
420_5 PINU.RES 9 0.0718 0.6934 2
420_5 PINU.RES 10 0.0001 0.0001 2
420_5 PINU.STR 1 0.355 99.0834 2.65
420_5 PINU.STR 2 0.5 46.6902 2
420_5 PINU.STR 3 0.1435 44.291 2
420_5 PINU.STR 4 0.1435 31.9399 2
420_5 PINU.STR 5 0.0374 49.987 2
420_5 PINU.STR 6 0.015 476.129 2.65
420_5 PINU.STR 7 0.0033 1898.9938 1
420_5 PINU.STR 8 0.0187 26.246 2
420_5 PINU.STR 9 0.0718 6.6241 2
420_5 PINU.STR 10 0.0001 0.0001 2
420_5 POPU.TRE 1 0.355 89.0486 2.65
420_5 POPU.TRE 2 0.5 40.8946 2
420_5 POPU.TRE 3 0.1435 52.6194 2
420_5 POPU.TRE 4 0.1435 30.778 2
420_5 POPU.TRE 5 0.0374 26.0557 2
420_5 POPU.TRE 6 0.015 533.4557 2.65
420_5 POPU.TRE 7 0.0033 2056.0064 1
420_5 POPU.TRE 8 0.0187 25.3625 2
420_5 POPU.TRE 9 0.0718 8.8466 2
420_5 POPU.TRE 10 0.0001 0.0001 2
420_5 QUER.RUB 1 0.355 85.0226 2.65
420_5 QUER.RUB 2 0.5 21.8389 2
420_5 QUER.RUB 3 0.1435 216.4039 2
420_5 QUER.RUB 4 0.1435 24.5118 2
420_5 QUER.RUB 5 0.0374 626.926 2
420_5 QUER.RUB 6 0.015 1683.8963 2.65
420_5 QUER.RUB 7 0.0033 4540.8948 1
420_5 QUER.RUB 8 0.0187 413.0317 2
420_5 QUER.RUB 9 0.0718 74.9288 2
420_5 QUER.RUB 10 0.0001 0.0001 2
420_5 THUJ.SPP.ALL 1 0.355 69.5549 2.65
420_5 THUJ.SPP.ALL 2 0.5 33.0738 2
420_5 THUJ.SPP.ALL 3 0.1435 30.1171 2
420_5 THUJ.SPP.ALL 4 0.1435 23.5843 2
420_5 THUJ.SPP.ALL 5 0.0374 30.1289 2
420_5 THUJ.SPP.ALL 6 0.015 345.4595 2.65
420_5 THUJ.SPP.ALL 7 0.0033 1465.0041 1
420_5 THUJ.SPP.ALL 8 0.0187 17.1656 2
420_5 THUJ.SPP.ALL 9 0.0718 2.8423 2
420_5 THUJ.SPP.ALL 10 0.0001 0.0001 2
420_5 TSUG.CAN 1 0.355 66.8913 2.65
420_5 TSUG.CAN 2 0.5 32.7345 2
420_5 TSUG.CAN 3 0.1435 26.1264 2
420_5 TSUG.CAN 4 0.1435 22.3517 2
420_5 TSUG.CAN 5 0.0374 28.8306 2
420_5 TSUG.CAN 6 0.015 312.7145 2.65
420_5 TSUG.CAN 7 0.0033 1346.6441 1
420_5 TSUG.CAN 8 0.0187 10.1614 2
420_5 TSUG.CAN 9 0.0718 1.378 2
420_5 TSUG.CAN 10 0.0001 0.0001 2
423_1 ABIE.BAL 1 0.355 3.6154 2.65
423_1 ABIE.BAL 2 0.5 1.6845 2
423_1 ABIE.BAL 3 0.1435 1.2658 2
423_1 ABIE.BAL 4 0.1435 1.2524 2
423_1 ABIE.BAL 5 0.0374 0.0443 2
423_1 ABIE.BAL 6 0.015 21.4032 2.65
423_1 ABIE.BAL 7 0.0033 100.1383 1
423_1 ABIE.BAL 8 0.0187 0.0132 2
423_1 ABIE.BAL 9 0.0718 0.0036 2
423_1 ABIE.BAL 10 0.0001 0.0001 2
423_1 ACER.RUB 1 0.355 21.8295 2.65
423_1 ACER.RUB 2 0.5 10.5255 2
423_1 ACER.RUB 3 0.1435 8.0247 2
423_1 ACER.RUB 4 0.1435 7.7328 2
423_1 ACER.RUB 5 0.0374 0.2809 2
423_1 ACER.RUB 6 0.015 109.7181 2.65
423_1 ACER.RUB 7 0.0033 516.9568 1
423_1 ACER.RUB 8 0.0187 0.2285 2
423_1 ACER.RUB 9 0.0718 0.0938 2
423_1 ACER.RUB 10 0.0001 0.0001 2
423_1 ACER.SAH 1 0.355 131.8164 2.65
423_1 ACER.SAH 2 0.5 60.8364 2
423_1 ACER.SAH 3 0.1435 72.3756 2
423_1 ACER.SAH 4 0.1435 43.9715 2
423_1 ACER.SAH 5 0.0374 89.6013 2
423_1 ACER.SAH 6 0.015 829.1084 2.65
423_1 ACER.SAH 7 0.0033 3185.0455 1
423_1 ACER.SAH 8 0.0187 59.6081 2
423_1 ACER.SAH 9 0.0718 12.0945 2
423_1 ACER.SAH 10 0.0001 0.0001 2
423_1 BETU.ALL 1 0.355 85.5847 2.65
423_1 BETU.ALL 2 0.5 41.4636 2
423_1 BETU.ALL 3 0.1435 34.4567 2
423_1 BETU.ALL 4 0.1435 28.6732 2
423_1 BETU.ALL 5 0.0374 11.1067 2
423_1 BETU.ALL 6 0.015 388.9117 2.65
423_1 BETU.ALL 7 0.0033 1688.1644 1
423_1 BETU.ALL 8 0.0187 9.2562 2
423_1 BETU.ALL 9 0.0718 2.2055 2
423_1 BETU.ALL 10 0.0001 0.0001 2
423_1 BETU.PAP 1 0.355 27.031 2.65
423_1 BETU.PAP 2 0.5 13.171 2
423_1 BETU.PAP 3 0.1435 9.2401 2
423_1 BETU.PAP 4 0.1435 9.1195 2
423_1 BETU.PAP 5 0.0374 0.0386 2
423_1 BETU.PAP 6 0.015 113.0792 2.65
423_1 BETU.PAP 7 0.0033 533.4059 1
423_1 BETU.PAP 8 0.0187 0.0342 2
423_1 BETU.PAP 9 0.0718 0.0284 2
423_1 BETU.PAP 10 0.0001 0.0001 2
423_1 FAGU.GRA 1 0.355 53.306 2.65
423_1 FAGU.GRA 2 0.5 18.3857 2
423_1 FAGU.GRA 3 0.1435 79.9493 2
423_1 FAGU.GRA 4 0.1435 17.8154 2
423_1 FAGU.GRA 5 0.0374 189.5784 2
423_1 FAGU.GRA 6 0.015 730.1092 2.65
423_1 FAGU.GRA 7 0.0033 2294.2411 1
423_1 FAGU.GRA 8 0.0187 139.3153 2
423_1 FAGU.GRA 9 0.0718 22.8855 2
423_1 FAGU.GRA 10 0.0001 0.0001 2
423_1 LARI.LAR 1 0.355 29.9459 2.65
423_1 LARI.LAR 2 0.5 14.6048 2
423_1 LARI.LAR 3 0.1435 10.0453 2
423_1 LARI.LAR 4 0.1435 9.8976 2
423_1 LARI.LAR 5 0.0374 0.1421 2
423_1 LARI.LAR 6 0.015 116.1584 2.65
423_1 LARI.LAR 7 0.0033 519.6705 1
423_1 LARI.LAR 8 0.0187 0.0563 2
423_1 LARI.LAR 9 0.0718 0.0039 2
423_1 LARI.LAR 10 0.0001 0.0001 2
423_1 PICE.GLA 1 0.355 219.3498 2.65
423_1 PICE.GLA 2 0.5 67.4163 2
423_1 PICE.GLA 3 0.1435 259.5121 2
423_1 PICE.GLA 4 0.1435 53.327 2
423_1 PICE.GLA 5 0.0374 639.7993 2
423_1 PICE.GLA 6 0.015 1822.4652 2.65
423_1 PICE.GLA 7 0.0033 5048.4816 1
423_1 PICE.GLA 8 0.0187 518.0409 2
423_1 PICE.GLA 9 0.0718 100.8832 2
423_1 PICE.GLA 10 0.0001 0.0001 2
423_1 PICE.MAR 1 0.355 32.8264 2.65
423_1 PICE.MAR 2 0.5 11.8231 2
423_1 PICE.MAR 3 0.1435 39.0175 2
423_1 PICE.MAR 4 0.1435 11.3307 2
423_1 PICE.MAR 5 0.0374 133.6833 2
423_1 PICE.MAR 6 0.015 480.1495 2.65
423_1 PICE.MAR 7 0.0033 1559.8874 1
423_1 PICE.MAR 8 0.0187 69.5166 2
423_1 PICE.MAR 9 0.0718 10.6458 2
423_1 PICE.MAR 10 0.0001 0.0001 2
423_1 PICE.RUB 1 0.355 22.9646 2.65
423_1 PICE.RUB 2 0.5 11.1063 2
423_1 PICE.RUB 3 0.1435 7.82 2
423_1 PICE.RUB 4 0.1435 7.6081 2
423_1 PICE.RUB 5 0.0374 1.1316 2
423_1 PICE.RUB 6 0.015 93.0868 2.65
423_1 PICE.RUB 7 0.0033 432.1467 1
423_1 PICE.RUB 8 0.0187 0.4792 2
423_1 PICE.RUB 9 0.0718 0.0693 2
423_1 PICE.RUB 10 0.0001 0.0001 2
423_1 PINU.BAN 1 0.355 191.9103 2.65
423_1 PINU.BAN 2 0.5 82.5041 2
423_1 PINU.BAN 3 0.1435 142.9628 2
423_1 PINU.BAN 4 0.1435 60.3934 2
423_1 PINU.BAN 5 0.0374 250.2854 2
423_1 PINU.BAN 6 0.015 1376.686 2.65
423_1 PINU.BAN 7 0.0033 4456.4714 1
423_1 PINU.BAN 8 0.0187 135.1272 2
423_1 PINU.BAN 9 0.0718 35.8855 2
423_1 PINU.BAN 10 0.0001 0.0001 2
423_1 PINU.RES 1 0.355 1.1736 2.65
423_1 PINU.RES 2 0.5 0.2227 2
423_1 PINU.RES 3 0.1435 8.3888 2
423_1 PINU.RES 4 0.1435 0.8205 2
423_1 PINU.RES 5 0.0374 71.7481 2
423_1 PINU.RES 6 0.015 228.1609 2.65
423_1 PINU.RES 7 0.0033 687.2836 1
423_1 PINU.RES 8 0.0187 23.4318 2
423_1 PINU.RES 9 0.0718 1.1832 2
423_1 PINU.RES 10 0.0001 0.0001 2
423_1 PINU.STR 1 0.355 149.9818 2.65
423_1 PINU.STR 2 0.5 71.2604 2
423_1 PINU.STR 3 0.1435 66.3903 2
423_1 PINU.STR 4 0.1435 50.102 2
423_1 PINU.STR 5 0.0374 149.0972 2
423_1 PINU.STR 6 0.015 891.3454 2.65
423_1 PINU.STR 7 0.0033 3367.4674 1
423_1 PINU.STR 8 0.0187 56.6852 2
423_1 PINU.STR 9 0.0718 6.2238 2
423_1 PINU.STR 10 0.0001 0.0001 2
423_1 POPU.TRE 1 0.355 89.9075 2.65
423_1 POPU.TRE 2 0.5 42.4413 2
423_1 POPU.TRE 3 0.1435 44.0011 2
423_1 POPU.TRE 4 0.1435 30.4667 2
423_1 POPU.TRE 5 0.0374 20.5763 2
423_1 POPU.TRE 6 0.015 485.341 2.65
423_1 POPU.TRE 7 0.0033 1943.0511 1
423_1 POPU.TRE 8 0.0187 18.2942 2
423_1 POPU.TRE 9 0.0718 5.0684 2
423_1 POPU.TRE 10 0.0001 0.0001 2
423_1 QUER.RUB 1 0.355 118.1938 2.65
423_1 QUER.RUB 2 0.5 32.0871 2
423_1 QUER.RUB 3 0.1435 280.094 2
423_1 QUER.RUB 4 0.1435 34.3498 2
423_1 QUER.RUB 5 0.0374 860.765 2
423_1 QUER.RUB 6 0.015 2242.4604 2.65
423_1 QUER.RUB 7 0.0033 6006.8412 1
423_1 QUER.RUB 8 0.0187 584.1219 2
423_1 QUER.RUB 9 0.0718 88.34 2
423_1 QUER.RUB 10 0.0001 0.0001 2
423_1 THUJ.SPP.ALL 1 0.355 77.2804 2.65
423_1 THUJ.SPP.ALL 2 0.5 36.1862 2
423_1 THUJ.SPP.ALL 3 0.1435 35.152 2
423_1 THUJ.SPP.ALL 4 0.1435 25.3177 2
423_1 THUJ.SPP.ALL 5 0.0374 43.0549 2
423_1 THUJ.SPP.ALL 6 0.015 388.8107 2.65
423_1 THUJ.SPP.ALL 7 0.0033 1580.672 1
423_1 THUJ.SPP.ALL 8 0.0187 26.3948 2
423_1 THUJ.SPP.ALL 9 0.0718 4.6502 2
423_1 THUJ.SPP.ALL 10 0.0001 0.0001 2
423_1 TSUG.CAN 1 0.355 73.5893 2.65
423_1 TSUG.CAN 2 0.5 35.4272 2
423_1 TSUG.CAN 3 0.1435 29.6584 2
423_1 TSUG.CAN 4 0.1435 24.9074 2
423_1 TSUG.CAN 5 0.0374 32.2342 2
423_1 TSUG.CAN 6 0.015 364.0325 2.65
423_1 TSUG.CAN 7 0.0033 1551.6263 1
423_1 TSUG.CAN 8 0.0187 13.6967 2
423_1 TSUG.CAN 9 0.0718 1.7515 2
423_1 TSUG.CAN 10 0.0001 0.0001 2
423_2 ABIE.BAL 1 0.355 3.6904 2.65
423_2 ABIE.BAL 2 0.5 1.7111 2
423_2 ABIE.BAL 3 0.1435 1.2965 2
423_2 ABIE.BAL 4 0.1435 1.2864 2
423_2 ABIE.BAL 5 0.0374 0.0326 2
423_2 ABIE.BAL 6 0.015 21.9176 2.65
423_2 ABIE.BAL 7 0.0033 102.0739 1
423_2 ABIE.BAL 8 0.0187 0.0095 2
423_2 ABIE.BAL 9 0.0718 0.0023 2
423_2 ABIE.BAL 10 0.0001 0.0001 2
423_2 ACER.RUB 1 0.355 22.3499 2.65
423_2 ACER.RUB 2 0.5 10.708 2
423_2 ACER.RUB 3 0.1435 8.6159 2
423_2 ACER.RUB 4 0.1435 8.0146 2
423_2 ACER.RUB 5 0.0374 0.6504 2
423_2 ACER.RUB 6 0.015 117.5127 2.65
423_2 ACER.RUB 7 0.0033 546.3271 1
423_2 ACER.RUB 8 0.0187 0.488 2
423_2 ACER.RUB 9 0.0718 0.1932 2
423_2 ACER.RUB 10 0.0001 0.0001 2
423_2 ACER.SAH 1 0.355 135.203 2.65
423_2 ACER.SAH 2 0.5 60.8686 2
423_2 ACER.SAH 3 0.1435 82.1818 2
423_2 ACER.SAH 4 0.1435 44.4073 2
423_2 ACER.SAH 5 0.0374 115.6132 2
423_2 ACER.SAH 6 0.015 902.5941 2.65
423_2 ACER.SAH 7 0.0033 3381.9971 1
423_2 ACER.SAH 8 0.0187 80.176 2
423_2 ACER.SAH 9 0.0718 17.4032 2
