ecoregion species DOMpool DecayRate AmountT0 Q10
423_2 ACER.SAH 10 0.0001 0.0001 2
423_2 BETU.ALL 1 0.355 85.6609 2.65
423_2 BETU.ALL 2 0.5 40.9701 2
423_2 BETU.ALL 3 0.1435 38.5029 2
423_2 BETU.ALL 4 0.1435 28.511 2
423_2 BETU.ALL 5 0.0374 16.649 2
423_2 BETU.ALL 6 0.015 401.5615 2.65
423_2 BETU.ALL 7 0.0033 1710.0077 1
423_2 BETU.ALL 8 0.0187 15.1636 2
423_2 BETU.ALL 9 0.0718 4.1835 2
423_2 BETU.ALL 10 0.0001 0.0001 2
423_2 BETU.PAP 1 0.355 30.1675 2.65
423_2 BETU.PAP 2 0.5 14.6978 2
423_2 BETU.PAP 3 0.1435 10.4955 2
423_2 BETU.PAP 4 0.1435 10.1613 2
423_2 BETU.PAP 5 0.0374 0.0516 2
423_2 BETU.PAP 6 0.015 125.893 2.65
423_2 BETU.PAP 7 0.0033 586.5397 1
423_2 BETU.PAP 8 0.0187 0.0587 2
423_2 BETU.PAP 9 0.0718 0.1339 2
423_2 BETU.PAP 10 0.0001 0.0001 2
423_2 FAGU.GRA 1 0.355 50.9857 2.65
423_2 FAGU.GRA 2 0.5 16.8925 2
423_2 FAGU.GRA 3 0.1435 85.2924 2
423_2 FAGU.GRA 4 0.1435 17.5769 2
423_2 FAGU.GRA 5 0.0374 226.817 2
423_2 FAGU.GRA 6 0.015 807.3594 2.65
423_2 FAGU.GRA 7 0.0033 2523.1814 1
423_2 FAGU.GRA 8 0.0187 158.3863 2
423_2 FAGU.GRA 9 0.0718 24.2168 2
423_2 FAGU.GRA 10 0.0001 0.0001 2
423_2 LARI.LAR 1 0.355 31.493 2.65
423_2 LARI.LAR 2 0.5 15.277 2
423_2 LARI.LAR 3 0.1435 11.3561 2
423_2 LARI.LAR 4 0.1435 10.3825 2
423_2 LARI.LAR 5 0.0374 0.1317 2
423_2 LARI.LAR 6 0.015 124.1796 2.65
423_2 LARI.LAR 7 0.0033 546.2126 1
423_2 LARI.LAR 8 0.0187 0.0801 2
423_2 LARI.LAR 9 0.0718 0.5532 2
423_2 LARI.LAR 10 0.0001 0.0001 2
423_2 PICE.GLA 1 0.355 266.2858 2.65
423_2 PICE.GLA 2 0.5 81.5514 2
423_2 PICE.GLA 3 0.1435 305.6787 2
423_2 PICE.GLA 4 0.1435 62.6399 2
423_2 PICE.GLA 5 0.0374 720.5464 2
423_2 PICE.GLA 6 0.015 2044.3006 2.65
423_2 PICE.GLA 7 0.0033 5643.8502 1
423_2 PICE.GLA 8 0.0187 608.3736 2
423_2 PICE.GLA 9 0.0718 124.7435 2
423_2 PICE.GLA 10 0.0001 0.0001 2
423_2 PICE.MAR 1 0.355 57.0087 2.65
423_2 PICE.MAR 2 0.5 21.1218 2
423_2 PICE.MAR 3 0.1435 59.1016 2
423_2 PICE.MAR 4 0.1435 18.2842 2
423_2 PICE.MAR 5 0.0374 137.5842 2
423_2 PICE.MAR 6 0.015 581.2125 2.65
423_2 PICE.MAR 7 0.0033 1881.0059 1
423_2 PICE.MAR 8 0.0187 82.508 2
423_2 PICE.MAR 9 0.0718 18.3323 2
423_2 PICE.MAR 10 0.0001 0.0001 2
423_2 PICE.RUB 1 0.355 26.6362 2.65
423_2 PICE.RUB 2 0.5 12.9776 2
423_2 PICE.RUB 3 0.1435 9.0425 2
423_2 PICE.RUB 4 0.1435 8.8512 2
423_2 PICE.RUB 5 0.0374 1.1387 2
423_2 PICE.RUB 6 0.015 108.1749 2.65
423_2 PICE.RUB 7 0.0033 500.5774 1
423_2 PICE.RUB 8 0.0187 0.3361 2
423_2 PICE.RUB 9 0.0718 0.0539 2
423_2 PICE.RUB 10 0.0001 0.0001 2
423_2 PINU.BAN 1 0.355 197.5464 2.65
423_2 PINU.BAN 2 0.5 82.3764 2
423_2 PINU.BAN 3 0.1435 158.7027 2
423_2 PINU.BAN 4 0.1435 59.5735 2
423_2 PINU.BAN 5 0.0374 265.3691 2
423_2 PINU.BAN 6 0.015 1364.7695 2.65
423_2 PINU.BAN 7 0.0033 4274.4741 1
423_2 PINU.BAN 8 0.0187 163.1783 2
423_2 PINU.BAN 9 0.0718 45.8242 2
423_2 PINU.BAN 10 0.0001 0.0001 2
423_2 PINU.RES 1 0.355 1.5977 2.65
423_2 PINU.RES 2 0.5 0.3409 2
423_2 PINU.RES 3 0.1435 8.7029 2
423_2 PINU.RES 4 0.1435 0.8996 2
423_2 PINU.RES 5 0.0374 64.5047 2
423_2 PINU.RES 6 0.015 208.6725 2.65
423_2 PINU.RES 7 0.0033 627.1378 1
423_2 PINU.RES 8 0.0187 22.4068 2
423_2 PINU.RES 9 0.0718 1.4806 2
423_2 PINU.RES 10 0.0001 0.0001 2
423_2 PINU.STR 1 0.355 143.2868 2.65
423_2 PINU.STR 2 0.5 67.5285 2
423_2 PINU.STR 3 0.1435 65.7911 2
423_2 PINU.STR 4 0.1435 47.1277 2
423_2 PINU.STR 5 0.0374 130.1963 2
423_2 PINU.STR 6 0.015 816.4294 2.65
423_2 PINU.STR 7 0.0033 3091.1167 1
423_2 PINU.STR 8 0.0187 55.943 2
423_2 PINU.STR 9 0.0718 8.0925 2
423_2 PINU.STR 10 0.0001 0.0001 2
423_2 POPU.TRE 1 0.355 87.3966 2.65
423_2 POPU.TRE 2 0.5 40.4691 2
423_2 POPU.TRE 3 0.1435 46.9474 2
423_2 POPU.TRE 4 0.1435 29.3663 2
423_2 POPU.TRE 5 0.0374 22.7626 2
423_2 POPU.TRE 6 0.015 478.2743 2.65
423_2 POPU.TRE 7 0.0033 1886.6837 1
423_2 POPU.TRE 8 0.0187 21.7759 2
423_2 POPU.TRE 9 0.0718 7.471 2
423_2 POPU.TRE 10 0.0001 0.0001 2
423_2 QUER.RUB 1 0.355 122.6876 2.65
423_2 QUER.RUB 2 0.5 34.3579 2
423_2 QUER.RUB 3 0.1435 273.3098 2
423_2 QUER.RUB 4 0.1435 35.5814 2
423_2 QUER.RUB 5 0.0374 815.2205 2
423_2 QUER.RUB 6 0.015 2161.3466 2.65
423_2 QUER.RUB 7 0.0033 5853.9401 1
423_2 QUER.RUB 8 0.0187 561.4755 2
423_2 QUER.RUB 9 0.0718 88.5518 2
423_2 QUER.RUB 10 0.0001 0.0001 2
423_2 THUJ.SPP.ALL 1 0.355 77.3352 2.65
423_2 THUJ.SPP.ALL 2 0.5 36.2792 2
423_2 THUJ.SPP.ALL 3 0.1435 35.384 2
423_2 THUJ.SPP.ALL 4 0.1435 25.485 2
423_2 THUJ.SPP.ALL 5 0.0374 40.9988 2
423_2 THUJ.SPP.ALL 6 0.015 387.1011 2.65
423_2 THUJ.SPP.ALL 7 0.0033 1584.8104 1
423_2 THUJ.SPP.ALL 8 0.0187 25.2076 2
423_2 THUJ.SPP.ALL 9 0.0718 4.6172 2
423_2 THUJ.SPP.ALL 10 0.0001 0.0001 2
423_2 TSUG.CAN 1 0.355 78.7684 2.65
423_2 TSUG.CAN 2 0.5 37.611 2
423_2 TSUG.CAN 3 0.1435 33.6517 2
423_2 TSUG.CAN 4 0.1435 26.3788 2
423_2 TSUG.CAN 5 0.0374 45.0282 2
423_2 TSUG.CAN 6 0.015 399.9488 2.65
423_2 TSUG.CAN 7 0.0033 1669.3474 1
423_2 TSUG.CAN 8 0.0187 22.0001 2
423_2 TSUG.CAN 9 0.0718 3.0379 2
423_2 TSUG.CAN 10 0.0001 0.0001 2
423_3 ABIE.BAL 1 0.355 3.2611 2.65
423_3 ABIE.BAL 2 0.5 1.5435 2
423_3 ABIE.BAL 3 0.1435 1.1821 2
423_3 ABIE.BAL 4 0.1435 1.1731 2
423_3 ABIE.BAL 5 0.0374 0.0352 2
423_3 ABIE.BAL 6 0.015 20.6741 2.65
423_3 ABIE.BAL 7 0.0033 100.0771 1
423_3 ABIE.BAL 8 0.0187 0.0105 2
423_3 ABIE.BAL 9 0.0718 0.0023 2
423_3 ABIE.BAL 10 0.0001 0.0001 2
423_3 ACER.RUB 1 0.355 20.5317 2.65
423_3 ACER.RUB 2 0.5 10.0316 2
423_3 ACER.RUB 3 0.1435 7.9837 2
423_3 ACER.RUB 4 0.1435 7.5075 2
423_3 ACER.RUB 5 0.0374 0.4228 2
423_3 ACER.RUB 6 0.015 109.9528 2.65
423_3 ACER.RUB 7 0.0033 529.8688 1
423_3 ACER.RUB 8 0.0187 0.3549 2
423_3 ACER.RUB 9 0.0718 0.2205 2
423_3 ACER.RUB 10 0.0001 0.0001 2
423_3 ACER.SAH 1 0.355 118.4217 2.65
423_3 ACER.SAH 2 0.5 54.9671 2
423_3 ACER.SAH 3 0.1435 69.0932 2
423_3 ACER.SAH 4 0.1435 40.4403 2
423_3 ACER.SAH 5 0.0374 89.7909 2
423_3 ACER.SAH 6 0.015 787.1578 2.65
423_3 ACER.SAH 7 0.0033 3089.8233 1
423_3 ACER.SAH 8 0.0187 65.5789 2
423_3 ACER.SAH 9 0.0718 13.8454 2
423_3 ACER.SAH 10 0.0001 0.0001 2
423_3 BETU.ALL 1 0.355 81.3459 2.65
423_3 BETU.ALL 2 0.5 39.9331 2
423_3 BETU.ALL 3 0.1435 34.0962 2
423_3 BETU.ALL 4 0.1435 28.1113 2
423_3 BETU.ALL 5 0.0374 10.7655 2
423_3 BETU.ALL 6 0.015 386.9244 2.65
423_3 BETU.ALL 7 0.0033 1732.5627 1
423_3 BETU.ALL 8 0.0187 9.8553 2
423_3 BETU.ALL 9 0.0718 2.6389 2
423_3 BETU.ALL 10 0.0001 0.0001 2
423_3 BETU.PAP 1 0.355 24.8137 2.65
423_3 BETU.PAP 2 0.5 12.2549 2
423_3 BETU.PAP 3 0.1435 8.8167 2
423_3 BETU.PAP 4 0.1435 8.6566 2
423_3 BETU.PAP 5 0.0374 0.029 2
423_3 BETU.PAP 6 0.015 109.0151 2.65
423_3 BETU.PAP 7 0.0033 529.1051 1
423_3 BETU.PAP 8 0.0187 0.0358 2
423_3 BETU.PAP 9 0.0718 0.0665 2
423_3 BETU.PAP 10 0.0001 0.0001 2
423_3 FAGU.GRA 1 0.355 44.9141 2.65
423_3 FAGU.GRA 2 0.5 15.8195 2
423_3 FAGU.GRA 3 0.1435 69.874 2
423_3 FAGU.GRA 4 0.1435 15.7303 2
423_3 FAGU.GRA 5 0.0374 176.1595 2
423_3 FAGU.GRA 6 0.015 689.7197 2.65
423_3 FAGU.GRA 7 0.0033 2231.5161 1
423_3 FAGU.GRA 8 0.0187 133.2428 2
423_3 FAGU.GRA 9 0.0718 21.3248 2
423_3 FAGU.GRA 10 0.0001 0.0001 2
423_3 LARI.LAR 1 0.355 24.1806 2.65
423_3 LARI.LAR 2 0.5 11.9207 2
423_3 LARI.LAR 3 0.1435 8.4095 2
423_3 LARI.LAR 4 0.1435 8.2786 2
423_3 LARI.LAR 5 0.0374 0.213 2
423_3 LARI.LAR 6 0.015 99.1728 2.65
423_3 LARI.LAR 7 0.0033 455.8191 1
423_3 LARI.LAR 8 0.0187 0.0878 2
423_3 LARI.LAR 9 0.0718 0.0057 2
423_3 LARI.LAR 10 0.0001 0.0001 2
423_3 PICE.GLA 1 0.355 220.6589 2.65
423_3 PICE.GLA 2 0.5 68.8098 2
423_3 PICE.GLA 3 0.1435 263.692 2
423_3 PICE.GLA 4 0.1435 54.4173 2
423_3 PICE.GLA 5 0.0374 655.573 2
423_3 PICE.GLA 6 0.015 1896.6239 2.65
423_3 PICE.GLA 7 0.0033 5328.6053 1
423_3 PICE.GLA 8 0.0187 563.8394 2
423_3 PICE.GLA 9 0.0718 111.0222 2
423_3 PICE.GLA 10 0.0001 0.0001 2
423_3 PICE.MAR 1 0.355 39.6242 2.65
423_3 PICE.MAR 2 0.5 14.8673 2
423_3 PICE.MAR 3 0.1435 44.6564 2
423_3 PICE.MAR 4 0.1435 13.5634 2
423_3 PICE.MAR 5 0.0374 134.7305 2
423_3 PICE.MAR 6 0.015 522.4191 2.65
423_3 PICE.MAR 7 0.0033 1734.3785 1
423_3 PICE.MAR 8 0.0187 77.3662 2
423_3 PICE.MAR 9 0.0718 13.9216 2
423_3 PICE.MAR 10 0.0001 0.0001 2
423_3 PICE.RUB 1 0.355 25.1789 2.65
423_3 PICE.RUB 2 0.5 12.414 2
423_3 PICE.RUB 3 0.1435 8.8901 2
423_3 PICE.RUB 4 0.1435 8.6224 2
423_3 PICE.RUB 5 0.0374 1.4473 2
423_3 PICE.RUB 6 0.015 108.067 2.65
423_3 PICE.RUB 7 0.0033 512.8085 1
423_3 PICE.RUB 8 0.0187 0.684 2
423_3 PICE.RUB 9 0.0718 0.103 2
423_3 PICE.RUB 10 0.0001 0.0001 2
423_3 PINU.BAN 1 0.355 176.1263 2.65
423_3 PINU.BAN 2 0.5 77.2517 2
423_3 PINU.BAN 3 0.1435 131.3711 2
423_3 PINU.BAN 4 0.1435 57.1846 2
423_3 PINU.BAN 5 0.0374 231.2146 2
423_3 PINU.BAN 6 0.015 1305.0487 2.65
423_3 PINU.BAN 7 0.0033 4341.7221 1
423_3 PINU.BAN 8 0.0187 132.9366 2
423_3 PINU.BAN 9 0.0718 35.1713 2
423_3 PINU.BAN 10 0.0001 0.0001 2
423_3 PINU.RES 1 0.355 0.7888 2.65
423_3 PINU.RES 2 0.5 0.1573 2
423_3 PINU.RES 3 0.1435 6.4358 2
423_3 PINU.RES 4 0.1435 0.6433 2
423_3 PINU.RES 5 0.0374 62.6179 2
423_3 PINU.RES 6 0.015 203.9665 2.65
423_3 PINU.RES 7 0.0033 633.7435 1
423_3 PINU.RES 8 0.0187 21.1829 2
423_3 PINU.RES 9 0.0718 0.9204 2
423_3 PINU.RES 10 0.0001 0.0001 2
423_3 PINU.STR 1 0.355 138.8568 2.65
423_3 PINU.STR 2 0.5 66.8815 2
423_3 PINU.STR 3 0.1435 62.8845 2
423_3 PINU.STR 4 0.1435 47.7149 2
423_3 PINU.STR 5 0.0374 136.6939 2
423_3 PINU.STR 6 0.015 860.3192 2.65
423_3 PINU.STR 7 0.0033 3339.7572 1
423_3 PINU.STR 8 0.0187 55.5944 2
423_3 PINU.STR 9 0.0718 6.6649 2
423_3 PINU.STR 10 0.0001 0.0001 2
423_3 POPU.TRE 1 0.355 83.0166 2.65
423_3 POPU.TRE 2 0.5 39.3633 2
423_3 POPU.TRE 3 0.1435 43.7763 2
423_3 POPU.TRE 4 0.1435 28.9211 2
423_3 POPU.TRE 5 0.0374 21.8917 2
423_3 POPU.TRE 6 0.015 478.1371 2.65
423_3 POPU.TRE 7 0.0033 1947.6948 1
423_3 POPU.TRE 8 0.0187 21.237 2
423_3 POPU.TRE 9 0.0718 6.6124 2
423_3 POPU.TRE 10 0.0001 0.0001 2
423_3 QUER.RUB 1 0.355 134.6087 2.65
423_3 QUER.RUB 2 0.5 38.9315 2
423_3 QUER.RUB 3 0.1435 294.581 2
423_3 QUER.RUB 4 0.1435 39.0424 2
423_3 QUER.RUB 5 0.0374 864.4988 2
423_3 QUER.RUB 6 0.015 2356.9071 2.65
423_3 QUER.RUB 7 0.0033 6455.2659 1
423_3 QUER.RUB 8 0.0187 640.8745 2
423_3 QUER.RUB 9 0.0718 104.0746 2
423_3 QUER.RUB 10 0.0001 0.0001 2
423_3 THUJ.SPP.ALL 1 0.355 71.8248 2.65
423_3 THUJ.SPP.ALL 2 0.5 34.0461 2
423_3 THUJ.SPP.ALL 3 0.1435 33.9057 2
423_3 THUJ.SPP.ALL 4 0.1435 24.2761 2
423_3 THUJ.SPP.ALL 5 0.0374 41.1695 2
423_3 THUJ.SPP.ALL 6 0.015 379.9126 2.65
423_3 THUJ.SPP.ALL 7 0.0033 1585.677 1
423_3 THUJ.SPP.ALL 8 0.0187 27.0125 2
423_3 THUJ.SPP.ALL 9 0.0718 4.9855 2
423_3 THUJ.SPP.ALL 10 0.0001 0.0001 2
423_3 TSUG.CAN 1 0.355 70.6581 2.65
423_3 TSUG.CAN 2 0.5 34.5731 2
423_3 TSUG.CAN 3 0.1435 29.1329 2
423_3 TSUG.CAN 4 0.1435 24.6992 2
423_3 TSUG.CAN 5 0.0374 31.9317 2
423_3 TSUG.CAN 6 0.015 368.8158 2.65
423_3 TSUG.CAN 7 0.0033 1619.2414 1
423_3 TSUG.CAN 8 0.0187 14.1662 2
423_3 TSUG.CAN 9 0.0718 1.8394 2
423_3 TSUG.CAN 10 0.0001 0.0001 2
423_4 ABIE.BAL 1 0.355 3.9581 2.65
423_4 ABIE.BAL 2 0.5 1.8646 2
423_4 ABIE.BAL 3 0.1435 1.3984 2
423_4 ABIE.BAL 4 0.1435 1.3869 2
423_4 ABIE.BAL 5 0.0374 0.0442 2
423_4 ABIE.BAL 6 0.015 22.9969 2.65
423_4 ABIE.BAL 7 0.0033 107.9353 1
423_4 ABIE.BAL 8 0.0187 0.0118 2
423_4 ABIE.BAL 9 0.0718 0.002 2
423_4 ABIE.BAL 10 0.0001 0.0001 2
423_4 ACER.RUB 1 0.355 21.3436 2.65
423_4 ACER.RUB 2 0.5 10.3199 2
423_4 ACER.RUB 3 0.1435 7.9899 2
423_4 ACER.RUB 4 0.1435 7.6799 2
423_4 ACER.RUB 5 0.0374 0.416 2
423_4 ACER.RUB 6 0.015 109.6498 2.65
423_4 ACER.RUB 7 0.0033 519.9279 1
423_4 ACER.RUB 8 0.0187 0.2938 2
423_4 ACER.RUB 9 0.0718 0.1089 2
423_4 ACER.RUB 10 0.0001 0.0001 2
423_4 ACER.SAH 1 0.355 133.3112 2.65
423_4 ACER.SAH 2 0.5 61.061 2
423_4 ACER.SAH 3 0.1435 80.8899 2
423_4 ACER.SAH 4 0.1435 45.1178 2
423_4 ACER.SAH 5 0.0374 126.2186 2
423_4 ACER.SAH 6 0.015 950.332 2.65
423_4 ACER.SAH 7 0.0033 3567.3425 1
423_4 ACER.SAH 8 0.0187 82.9558 2
423_4 ACER.SAH 9 0.0718 15.2581 2
423_4 ACER.SAH 10 0.0001 0.0001 2
423_4 BETU.ALL 1 0.355 84.5513 2.65
423_4 BETU.ALL 2 0.5 40.8261 2
423_4 BETU.ALL 3 0.1435 36.8043 2
423_4 BETU.ALL 4 0.1435 28.539 2
423_4 BETU.ALL 5 0.0374 15.2123 2
423_4 BETU.ALL 6 0.015 398.2201 2.65
423_4 BETU.ALL 7 0.0033 1728.3262 1
423_4 BETU.ALL 8 0.0187 13.6862 2
423_4 BETU.ALL 9 0.0718 3.5694 2
423_4 BETU.ALL 10 0.0001 0.0001 2
423_4 BETU.PAP 1 0.355 30.5536 2.65
423_4 BETU.PAP 2 0.5 14.9876 2
423_4 BETU.PAP 3 0.1435 10.6383 2
423_4 BETU.PAP 4 0.1435 10.4206 2
423_4 BETU.PAP 5 0.0374 0.0008 2
423_4 BETU.PAP 6 0.015 129.4935 2.65
423_4 BETU.PAP 7 0.0033 612.2989 1
423_4 BETU.PAP 8 0.0187 0.0011 2
423_4 BETU.PAP 9 0.0718 0.0774 2
423_4 BETU.PAP 10 0.0001 0.0001 2
423_4 FAGU.GRA 1 0.355 47.5086 2.65
423_4 FAGU.GRA 2 0.5 15.8168 2
423_4 FAGU.GRA 3 0.1435 79.5201 2
423_4 FAGU.GRA 4 0.1435 16.6962 2
423_4 FAGU.GRA 5 0.0374 217.8808 2
423_4 FAGU.GRA 6 0.015 764.942 2.65
423_4 FAGU.GRA 7 0.0033 2419.8689 1
423_4 FAGU.GRA 8 0.0187 155.3233 2
423_4 FAGU.GRA 9 0.0718 23.1352 2
423_4 FAGU.GRA 10 0.0001 0.0001 2
423_4 LARI.LAR 1 0.355 29.1062 2.65
423_4 LARI.LAR 2 0.5 14.2462 2
423_4 LARI.LAR 3 0.1435 10.1713 2
423_4 LARI.LAR 4 0.1435 9.8245 2
423_4 LARI.LAR 5 0.0374 0.6448 2
423_4 LARI.LAR 6 0.015 120.5801 2.65
423_4 LARI.LAR 7 0.0033 532.4082 1
423_4 LARI.LAR 8 0.0187 0.2605 2
423_4 LARI.LAR 9 0.0718 0.0243 2
423_4 LARI.LAR 10 0.0001 0.0001 2
423_4 PICE.GLA 1 0.355 244.1851 2.65
423_4 PICE.GLA 2 0.5 76.3535 2
423_4 PICE.GLA 3 0.1435 278.4661 2
423_4 PICE.GLA 4 0.1435 58.6066 2
423_4 PICE.GLA 5 0.0374 676.4834 2
423_4 PICE.GLA 6 0.015 1926.055 2.65
423_4 PICE.GLA 7 0.0033 5375.2121 1
423_4 PICE.GLA 8 0.0187 573.3251 2
423_4 PICE.GLA 9 0.0718 114.4212 2
423_4 PICE.GLA 10 0.0001 0.0001 2
423_4 PICE.MAR 1 0.355 62.8624 2.65
423_4 PICE.MAR 2 0.5 22.0083 2
423_4 PICE.MAR 3 0.1435 70.4651 2
423_4 PICE.MAR 4 0.1435 19.1038 2
423_4 PICE.MAR 5 0.0374 160.3231 2
423_4 PICE.MAR 6 0.015 652.0686 2.65
423_4 PICE.MAR 7 0.0033 2050.9411 1
423_4 PICE.MAR 8 0.0187 102.4918 2
423_4 PICE.MAR 9 0.0718 24.981 2
423_4 PICE.MAR 10 0.0001 0.0001 2
423_4 PICE.RUB 1 0.355 23.0135 2.65
423_4 PICE.RUB 2 0.5 11.2279 2
423_4 PICE.RUB 3 0.1435 7.8978 2
423_4 PICE.RUB 4 0.1435 7.7143 2
423_4 PICE.RUB 5 0.0374 1.0368 2
423_4 PICE.RUB 6 0.015 93.9002 2.65
423_4 PICE.RUB 7 0.0033 442.0575 1
423_4 PICE.RUB 8 0.0187 0.431 2
423_4 PICE.RUB 9 0.0718 0.061 2
423_4 PICE.RUB 10 0.0001 0.0001 2
423_4 PINU.BAN 1 0.355 177.9099 2.65
423_4 PINU.BAN 2 0.5 76.415 2
423_4 PINU.BAN 3 0.1435 137.4855 2
423_4 PINU.BAN 4 0.1435 55.9307 2
423_4 PINU.BAN 5 0.0374 235.3288 2
423_4 PINU.BAN 6 0.015 1266.3943 2.65
423_4 PINU.BAN 7 0.0033 4066.9201 1
423_4 PINU.BAN 8 0.0187 140.3904 2
423_4 PINU.BAN 9 0.0718 37.1156 2
423_4 PINU.BAN 10 0.0001 0.0001 2
423_4 PINU.RES 1 0.355 0.4867 2.65
423_4 PINU.RES 2 0.5 0.0852 2
423_4 PINU.RES 3 0.1435 4.8626 2
423_4 PINU.RES 4 0.1435 0.4848 2
423_4 PINU.RES 5 0.0374 47.8031 2
423_4 PINU.RES 6 0.015 155.2192 2.65
423_4 PINU.RES 7 0.0033 481.5447 1
423_4 PINU.RES 8 0.0187 15.6182 2
423_4 PINU.RES 9 0.0718 0.5571 2
423_4 PINU.RES 10 0.0001 0.0001 2
423_4 PINU.STR 1 0.355 136.197 2.65
423_4 PINU.STR 2 0.5 64.0032 2
423_4 PINU.STR 3 0.1435 65.1272 2
423_4 PINU.STR 4 0.1435 44.9108 2
423_4 PINU.STR 5 0.0374 128.7408 2
423_4 PINU.STR 6 0.015 784.7574 2.65
423_4 PINU.STR 7 0.0033 2978.8458 1
423_4 PINU.STR 8 0.0187 61.4222 2
423_4 PINU.STR 9 0.0718 9.2185 2
423_4 PINU.STR 10 0.0001 0.0001 2
423_4 POPU.TRE 1 0.355 84.1594 2.65
423_4 POPU.TRE 2 0.5 39.082 2
423_4 POPU.TRE 3 0.1435 45.7097 2
423_4 POPU.TRE 4 0.1435 28.6299 2
423_4 POPU.TRE 5 0.0374 26.9983 2
423_4 POPU.TRE 6 0.015 483.292 2.65
423_4 POPU.TRE 7 0.0033 1906.1675 1
423_4 POPU.TRE 8 0.0187 25.5722 2
423_4 POPU.TRE 9 0.0718 7.1744 2
423_4 POPU.TRE 10 0.0001 0.0001 2
423_4 QUER.RUB 1 0.355 84.4045 2.65
423_4 QUER.RUB 2 0.5 23.1651 2
423_4 QUER.RUB 3 0.1435 221.6523 2
423_4 QUER.RUB 4 0.1435 26.8251 2
423_4 QUER.RUB 5 0.0374 769.5188 2
423_4 QUER.RUB 6 0.015 1972.8262 2.65
423_4 QUER.RUB 7 0.0033 5361.9073 1
423_4 QUER.RUB 8 0.0187 505.9695 2
423_4 QUER.RUB 9 0.0718 65.9211 2
423_4 QUER.RUB 10 0.0001 0.0001 2
423_4 THUJ.SPP.ALL 1 0.355 72.329 2.65
423_4 THUJ.SPP.ALL 2 0.5 34.3128 2
423_4 THUJ.SPP.ALL 3 0.1435 32.4459 2
423_4 THUJ.SPP.ALL 4 0.1435 24.3559 2
423_4 THUJ.SPP.ALL 5 0.0374 37.3447 2
423_4 THUJ.SPP.ALL 6 0.015 369.4493 2.65
423_4 THUJ.SPP.ALL 7 0.0033 1546.4745 1
423_4 THUJ.SPP.ALL 8 0.0187 22.4937 2
423_4 THUJ.SPP.ALL 9 0.0718 3.6923 2
423_4 THUJ.SPP.ALL 10 0.0001 0.0001 2
423_4 TSUG.CAN 1 0.355 70.071 2.65
423_4 TSUG.CAN 2 0.5 34.0739 2
423_4 TSUG.CAN 3 0.1435 27.8268 2
423_4 TSUG.CAN 4 0.1435 23.9431 2
423_4 TSUG.CAN 5 0.0374 29.2967 2
423_4 TSUG.CAN 6 0.015 342.9713 2.65
423_4 TSUG.CAN 7 0.0033 1497.4814 1
423_4 TSUG.CAN 8 0.0187 12.5395 2
423_4 TSUG.CAN 9 0.0718 1.5363 2
423_4 TSUG.CAN 10 0.0001 0.0001 2
423_5 ABIE.BAL 1 0.355 3.908 2.65
423_5 ABIE.BAL 2 0.5 1.8228 2
423_5 ABIE.BAL 3 0.1435 1.3689 2
423_5 ABIE.BAL 4 0.1435 1.3571 2
423_5 ABIE.BAL 5 0.0374 0.0359 2
423_5 ABIE.BAL 6 0.015 22.6244 2.65
423_5 ABIE.BAL 7 0.0033 105.1584 1
423_5 ABIE.BAL 8 0.0187 0.0106 2
423_5 ABIE.BAL 9 0.0718 0.0028 2
423_5 ABIE.BAL 10 0.0001 0.0001 2
423_5 ACER.RUB 1 0.355 22.1832 2.65
423_5 ACER.RUB 2 0.5 10.6974 2
423_5 ACER.RUB 3 0.1435 8.359 2
423_5 ACER.RUB 4 0.1435 7.8536 2
423_5 ACER.RUB 5 0.0374 0.4573 2
423_5 ACER.RUB 6 0.015 111.4747 2.65
423_5 ACER.RUB 7 0.0033 518.9759 1
423_5 ACER.RUB 8 0.0187 0.3698 2
423_5 ACER.RUB 9 0.0718 0.1788 2
423_5 ACER.RUB 10 0.0001 0.0001 2
423_5 ACER.SAH 1 0.355 139.1314 2.65
423_5 ACER.SAH 2 0.5 62.6303 2
423_5 ACER.SAH 3 0.1435 86.351 2
423_5 ACER.SAH 4 0.1435 45.4604 2
423_5 ACER.SAH 5 0.0374 115.9416 2
423_5 ACER.SAH 6 0.015 912.2268 2.65
423_5 ACER.SAH 7 0.0033 3396.4809 1
423_5 ACER.SAH 8 0.0187 85.197 2
423_5 ACER.SAH 9 0.0718 18.686 2
423_5 ACER.SAH 10 0.0001 0.0001 2
423_5 BETU.ALL 1 0.355 84.553 2.65
423_5 BETU.ALL 2 0.5 40.8241 2
423_5 BETU.ALL 3 0.1435 35.511 2
423_5 BETU.ALL 4 0.1435 28.2684 2
423_5 BETU.ALL 5 0.0374 11.1346 2
423_5 BETU.ALL 6 0.015 384.2152 2.65
423_5 BETU.ALL 7 0.0033 1670.6855 1
423_5 BETU.ALL 8 0.0187 10.3191 2
423_5 BETU.ALL 9 0.0718 3.0744 2
423_5 BETU.ALL 10 0.0001 0.0001 2
423_5 BETU.PAP 1 0.355 28.6636 2.65
423_5 BETU.PAP 2 0.5 13.965 2
423_5 BETU.PAP 3 0.1435 10.0158 2
423_5 BETU.PAP 4 0.1435 9.6608 2
423_5 BETU.PAP 5 0.0374 0.0985 2
423_5 BETU.PAP 6 0.015 119.6494 2.65
423_5 BETU.PAP 7 0.0033 558.8287 1
