ecoregion species DOMpool DecayRate AmountT0 Q10
415_4 ACER.RUB 7 0.0033 1015.6226 1
415_4 ACER.RUB 8 0.0187 21.9046 2
415_4 ACER.RUB 9 0.0718 10.9976 2
415_4 ACER.RUB 10 0.0001 0.0001 2
415_4 ACER.SAH 1 0.355 45.6932 2.65
415_4 ACER.SAH 2 0.5 12.8457 2
415_4 ACER.SAH 3 0.1435 95.2811 2
415_4 ACER.SAH 4 0.1435 10.2365 2
415_4 ACER.SAH 5 0.0374 65.7414 2
415_4 ACER.SAH 6 0.015 448.7403 2.65
415_4 ACER.SAH 7 0.0033 1148.4888 1
415_4 ACER.SAH 8 0.0187 58.0784 2
415_4 ACER.SAH 9 0.0718 45.9456 2
415_4 ACER.SAH 10 0.0001 0.0001 2
415_4 BETU.ALL 1 0.355 49.5958 2.65
415_4 BETU.ALL 2 0.5 24.4754 2
415_4 BETU.ALL 3 0.1435 17.4719 2
415_4 BETU.ALL 4 0.1435 16.8183 2
415_4 BETU.ALL 5 0.0374 0.0001 2
415_4 BETU.ALL 6 0.015 209.105 2.65
415_4 BETU.ALL 7 0.0033 862.3095 1
415_4 BETU.ALL 8 0.0187 0.0001 2
415_4 BETU.ALL 9 0.0718 0.0001 2
415_4 BETU.ALL 10 0.0001 0.0001 2
415_4 BETU.PAP 1 0.355 39.9884 2.65
415_4 BETU.PAP 2 0.5 18.8338 2
415_4 BETU.PAP 3 0.1435 21.6956 2
415_4 BETU.PAP 4 0.1435 13.0363 2
415_4 BETU.PAP 5 0.0374 0.1078 2
415_4 BETU.PAP 6 0.015 180.7668 2.65
415_4 BETU.PAP 7 0.0033 716.8051 1
415_4 BETU.PAP 8 0.0187 0.1717 2
415_4 BETU.PAP 9 0.0718 4.5242 2
415_4 BETU.PAP 10 0.0001 0.0001 2
415_4 FAGU.GRA 1 0.355 0.0001 2.65
415_4 FAGU.GRA 2 0.5 0.0001 2
415_4 FAGU.GRA 3 0.1435 0.0001 2
415_4 FAGU.GRA 4 0.1435 0.0001 2
415_4 FAGU.GRA 5 0.0374 0.0001 2
415_4 FAGU.GRA 6 0.015 0.0001 2.65
415_4 FAGU.GRA 7 0.0033 0.0001 1
415_4 FAGU.GRA 8 0.0187 0.0001 2
415_4 FAGU.GRA 9 0.0718 0.0001 2
415_4 FAGU.GRA 10 0.0001 0.0001 2
415_4 LARI.LAR 1 0.355 23.22 2.65
415_4 LARI.LAR 2 0.5 11.343 2
415_4 LARI.LAR 3 0.1435 7.609 2
415_4 LARI.LAR 4 0.1435 7.579 2
415_4 LARI.LAR 5 0.0374 0.0001 2
415_4 LARI.LAR 6 0.015 85.059 2.65
415_4 LARI.LAR 7 0.0033 379.952 1
415_4 LARI.LAR 8 0.0187 0.0001 2
415_4 LARI.LAR 9 0.0718 0.0001 2
415_4 LARI.LAR 10 0.0001 0.0001 2
415_4 PICE.GLA 1 0.355 366.5007 2.65
415_4 PICE.GLA 2 0.5 94.0723 2
415_4 PICE.GLA 3 0.1435 468.9545 2
415_4 PICE.GLA 4 0.1435 67.7081 2
415_4 PICE.GLA 5 0.0374 786.3043 2
415_4 PICE.GLA 6 0.015 2446.7481 2.65
415_4 PICE.GLA 7 0.0033 5826.2403 1
415_4 PICE.GLA 8 0.0187 700.804 2
415_4 PICE.GLA 9 0.0718 236.1266 2
415_4 PICE.GLA 10 0.0001 0.0001 2
415_4 PICE.MAR 1 0.355 157.2811 2.65
415_4 PICE.MAR 2 0.5 50.9532 2
415_4 PICE.MAR 3 0.1435 190.2782 2
415_4 PICE.MAR 4 0.1435 38.6978 2
415_4 PICE.MAR 5 0.0374 324.597 2
415_4 PICE.MAR 6 0.015 1175.0233 2.65
415_4 PICE.MAR 7 0.0033 3186.5444 1
415_4 PICE.MAR 8 0.0187 265.9069 2
415_4 PICE.MAR 9 0.0718 78.5858 2
415_4 PICE.MAR 10 0.0001 0.0001 2
415_4 PICE.RUB 1 0.355 27.0697 2.65
415_4 PICE.RUB 2 0.5 13.2393 2
415_4 PICE.RUB 3 0.1435 9.2688 2
415_4 PICE.RUB 4 0.1435 8.9129 2
415_4 PICE.RUB 5 0.0374 1.6527 2
415_4 PICE.RUB 6 0.015 108.5557 2.65
415_4 PICE.RUB 7 0.0033 471.6206 1
415_4 PICE.RUB 8 0.0187 0.4118 2
415_4 PICE.RUB 9 0.0718 0.0445 2
415_4 PICE.RUB 10 0.0001 0.0001 2
415_4 PINU.BAN 1 0.355 201.8889 2.65
415_4 PINU.BAN 2 0.5 86.8428 2
415_4 PINU.BAN 3 0.1435 158.5118 2
415_4 PINU.BAN 4 0.1435 61.3119 2
415_4 PINU.BAN 5 0.0374 287.6753 2
415_4 PINU.BAN 6 0.015 1449.0523 2.65
415_4 PINU.BAN 7 0.0033 4304.9103 1
415_4 PINU.BAN 8 0.0187 161.349 2
415_4 PINU.BAN 9 0.0718 41.1413 2
415_4 PINU.BAN 10 0.0001 0.0001 2
415_4 PINU.RES 1 0.355 0.0001 2.65
415_4 PINU.RES 2 0.5 0.0001 2
415_4 PINU.RES 3 0.1435 0.0001 2
415_4 PINU.RES 4 0.1435 0.0001 2
415_4 PINU.RES 5 0.0374 0.0001 2
415_4 PINU.RES 6 0.015 0.0001 2.65
415_4 PINU.RES 7 0.0033 0.0001 1
415_4 PINU.RES 8 0.0187 0.0001 2
415_4 PINU.RES 9 0.0718 0.0001 2
415_4 PINU.RES 10 0.0001 0.0001 2
415_4 PINU.STR 1 0.355 233.9215 2.65
415_4 PINU.STR 2 0.5 58.8535 2
415_4 PINU.STR 3 0.1435 253.015 2
415_4 PINU.STR 4 0.1435 35.9795 2
415_4 PINU.STR 5 0.0374 189.022 2
415_4 PINU.STR 6 0.015 920.8415 2.65
415_4 PINU.STR 7 0.0033 1785.85 1
415_4 PINU.STR 8 0.0187 160.1595 2
415_4 PINU.STR 9 0.0718 175.126 2
415_4 PINU.STR 10 0.0001 0.0001 2
415_4 POPU.TRE 1 0.355 101.6798 2.65
415_4 POPU.TRE 2 0.5 43.5858 2
415_4 POPU.TRE 3 0.1435 80.1953 2
415_4 POPU.TRE 4 0.1435 31.7857 2
415_4 POPU.TRE 5 0.0374 28.8753 2
415_4 POPU.TRE 6 0.015 576.2091 2.65
415_4 POPU.TRE 7 0.0033 1976.6234 1
415_4 POPU.TRE 8 0.0187 35.9874 2
415_4 POPU.TRE 9 0.0718 24.4684 2
415_4 POPU.TRE 10 0.0001 0.0001 2
415_4 QUER.RUB 1 0.355 0.0001 2.65
415_4 QUER.RUB 2 0.5 0.0001 2
415_4 QUER.RUB 3 0.1435 0.0001 2
415_4 QUER.RUB 4 0.1435 0.0001 2
415_4 QUER.RUB 5 0.0374 0.0001 2
415_4 QUER.RUB 6 0.015 0.0001 2.65
415_4 QUER.RUB 7 0.0033 0.0001 1
415_4 QUER.RUB 8 0.0187 0.0001 2
415_4 QUER.RUB 9 0.0718 0.0001 2
415_4 QUER.RUB 10 0.0001 0.0001 2
415_4 THUJ.SPP.ALL 1 0.355 52.8384 2.65
415_4 THUJ.SPP.ALL 2 0.5 22.2766 2
415_4 THUJ.SPP.ALL 3 0.1435 31.8 2
415_4 THUJ.SPP.ALL 4 0.1435 16.434 2
415_4 THUJ.SPP.ALL 5 0.0374 32.8712 2
415_4 THUJ.SPP.ALL 6 0.015 280.9819 2.65
415_4 THUJ.SPP.ALL 7 0.0033 1048.1039 1
415_4 THUJ.SPP.ALL 8 0.0187 24.2387 2
415_4 THUJ.SPP.ALL 9 0.0718 9.5223 2
415_4 THUJ.SPP.ALL 10 0.0001 0.0001 2
415_4 TSUG.CAN 1 0.355 48.024 2.65
415_4 TSUG.CAN 2 0.5 23.226 2
415_4 TSUG.CAN 3 0.1435 22.915 2
415_4 TSUG.CAN 4 0.1435 14.794 2
415_4 TSUG.CAN 5 0.0374 6.472 2
415_4 TSUG.CAN 6 0.015 196.427 2.65
415_4 TSUG.CAN 7 0.0033 579.48 1
415_4 TSUG.CAN 8 0.0187 3.305 2
415_4 TSUG.CAN 9 0.0718 2.08 2
415_4 TSUG.CAN 10 0.0001 0.0001 2
415_5 ABIE.BAL 1 0.355 10.1867 2.65
415_5 ABIE.BAL 2 0.5 4.7866 2
415_5 ABIE.BAL 3 0.1435 3.4847 2
415_5 ABIE.BAL 4 0.1435 3.4141 2
415_5 ABIE.BAL 5 0.0374 0.1764 2
415_5 ABIE.BAL 6 0.015 47.2278 2.65
415_5 ABIE.BAL 7 0.0033 202.8979 1
415_5 ABIE.BAL 8 0.0187 0.0604 2
415_5 ABIE.BAL 9 0.0718 0.004 2
415_5 ABIE.BAL 10 0.0001 0.0001 2
415_5 ACER.RUB 1 0.355 65.2152 2.65
415_5 ACER.RUB 2 0.5 28.7404 2
415_5 ACER.RUB 3 0.1435 68.1308 2
415_5 ACER.RUB 4 0.1435 20.9625 2
415_5 ACER.RUB 5 0.0374 30.5625 2
415_5 ACER.RUB 6 0.015 418.0888 2.65
415_5 ACER.RUB 7 0.0033 1271.7867 1
415_5 ACER.RUB 8 0.0187 31.5519 2
415_5 ACER.RUB 9 0.0718 15.2276 2
415_5 ACER.RUB 10 0.0001 0.0001 2
415_5 ACER.SAH 1 0.355 10.3825 2.65
415_5 ACER.SAH 2 0.5 4.5842 2
415_5 ACER.SAH 3 0.1435 14.1538 2
415_5 ACER.SAH 4 0.1435 3.5165 2
415_5 ACER.SAH 5 0.0374 7.4289 2
415_5 ACER.SAH 6 0.015 124.0845 2.65
415_5 ACER.SAH 7 0.0033 427.3379 1
415_5 ACER.SAH 8 0.0187 6.7194 2
415_5 ACER.SAH 9 0.0718 3.0002 2
415_5 ACER.SAH 10 0.0001 0.0001 2
415_5 BETU.ALL 1 0.355 48.0292 2.65
415_5 BETU.ALL 2 0.5 23.3029 2
415_5 BETU.ALL 3 0.1435 18.0176 2
415_5 BETU.ALL 4 0.1435 16.7845 2
415_5 BETU.ALL 5 0.0374 0.0001 2
415_5 BETU.ALL 6 0.015 226.5299 2.65
415_5 BETU.ALL 7 0.0033 875.0564 1
415_5 BETU.ALL 8 0.0187 0.0001 2
415_5 BETU.ALL 9 0.0718 0.0001 2
415_5 BETU.ALL 10 0.0001 0.0001 2
415_5 BETU.PAP 1 0.355 40.8756 2.65
415_5 BETU.PAP 2 0.5 19.7949 2
415_5 BETU.PAP 3 0.1435 17.1827 2
415_5 BETU.PAP 4 0.1435 13.6893 2
415_5 BETU.PAP 5 0.0374 1.2818 2
415_5 BETU.PAP 6 0.015 184.2567 2.65
415_5 BETU.PAP 7 0.0033 767.9532 1
415_5 BETU.PAP 8 0.0187 1.4124 2
415_5 BETU.PAP 9 0.0718 0.8775 2
415_5 BETU.PAP 10 0.0001 0.0001 2
415_5 FAGU.GRA 1 0.355 142.052 2.65
415_5 FAGU.GRA 2 0.5 63.811 2
415_5 FAGU.GRA 3 0.1435 112.273 2
415_5 FAGU.GRA 4 0.1435 42.441 2
415_5 FAGU.GRA 5 0.0374 74.336 2
415_5 FAGU.GRA 6 0.015 771.625 2.65
415_5 FAGU.GRA 7 0.0033 2460.969 1
415_5 FAGU.GRA 8 0.0187 81 2
415_5 FAGU.GRA 9 0.0718 27.269 2
415_5 FAGU.GRA 10 0.0001 0.0001 2
415_5 LARI.LAR 1 0.355 0.0001 2.65
415_5 LARI.LAR 2 0.5 0.0001 2
415_5 LARI.LAR 3 0.1435 0.0001 2
415_5 LARI.LAR 4 0.1435 0.0001 2
415_5 LARI.LAR 5 0.0374 0.0001 2
415_5 LARI.LAR 6 0.015 0.0001 2.65
415_5 LARI.LAR 7 0.0033 0.0001 1
415_5 LARI.LAR 8 0.0187 0.0001 2
415_5 LARI.LAR 9 0.0718 0.0001 2
415_5 LARI.LAR 10 0.0001 0.0001 2
415_5 PICE.GLA 1 0.355 336.8266 2.65
415_5 PICE.GLA 2 0.5 89.7853 2
415_5 PICE.GLA 3 0.1435 446.3182 2
415_5 PICE.GLA 4 0.1435 66.9941 2
415_5 PICE.GLA 5 0.0374 845.1542 2
415_5 PICE.GLA 6 0.015 2522.0041 2.65
415_5 PICE.GLA 7 0.0033 6218.7064 1
415_5 PICE.GLA 8 0.0187 725.6142 2
415_5 PICE.GLA 9 0.0718 209.7549 2
415_5 PICE.GLA 10 0.0001 0.0001 2
415_5 PICE.MAR 1 0.355 192.0847 2.65
415_5 PICE.MAR 2 0.5 61.4458 2
415_5 PICE.MAR 3 0.1435 211.5242 2
415_5 PICE.MAR 4 0.1435 44.6661 2
415_5 PICE.MAR 5 0.0374 326.8107 2
415_5 PICE.MAR 6 0.015 1226.0486 2.65
415_5 PICE.MAR 7 0.0033 3327.8692 1
415_5 PICE.MAR 8 0.0187 276.7665 2
415_5 PICE.MAR 9 0.0718 94.0062 2
415_5 PICE.MAR 10 0.0001 0.0001 2
415_5 PICE.RUB 1 0.355 21.4959 2.65
415_5 PICE.RUB 2 0.5 10.4591 2
415_5 PICE.RUB 3 0.1435 7.2033 2
415_5 PICE.RUB 4 0.1435 6.9899 2
415_5 PICE.RUB 5 0.0374 0.8255 2
415_5 PICE.RUB 6 0.015 81.6591 2.65
415_5 PICE.RUB 7 0.0033 357.6357 1
415_5 PICE.RUB 8 0.0187 0.2232 2
415_5 PICE.RUB 9 0.0718 0.0177 2
415_5 PICE.RUB 10 0.0001 0.0001 2
415_5 PINU.BAN 1 0.355 228.3109 2.65
415_5 PINU.BAN 2 0.5 85.6039 2
415_5 PINU.BAN 3 0.1435 219.3473 2
415_5 PINU.BAN 4 0.1435 60.9379 2
415_5 PINU.BAN 5 0.0374 391.6346 2
415_5 PINU.BAN 6 0.015 1619.3379 2.65
415_5 PINU.BAN 7 0.0033 4549.9214 1
415_5 PINU.BAN 8 0.0187 276.1133 2
415_5 PINU.BAN 9 0.0718 80.8774 2
415_5 PINU.BAN 10 0.0001 0.0001 2
415_5 PINU.RES 1 0.355 0.0001 2.65
415_5 PINU.RES 2 0.5 0.0001 2
415_5 PINU.RES 3 0.1435 0.0001 2
415_5 PINU.RES 4 0.1435 0.0001 2
415_5 PINU.RES 5 0.0374 0.0001 2
415_5 PINU.RES 6 0.015 0.0001 2.65
415_5 PINU.RES 7 0.0033 0.0001 1
415_5 PINU.RES 8 0.0187 0.0001 2
415_5 PINU.RES 9 0.0718 0.0001 2
415_5 PINU.RES 10 0.0001 0.0001 2
415_5 PINU.STR 1 0.355 0.0001 2.65
415_5 PINU.STR 2 0.5 0.0001 2
415_5 PINU.STR 3 0.1435 0.0001 2
415_5 PINU.STR 4 0.1435 0.0001 2
415_5 PINU.STR 5 0.0374 0.0001 2
415_5 PINU.STR 6 0.015 0.0001 2.65
415_5 PINU.STR 7 0.0033 0.0001 1
415_5 PINU.STR 8 0.0187 0.0001 2
415_5 PINU.STR 9 0.0718 0.0001 2
415_5 PINU.STR 10 0.0001 0.0001 2
415_5 POPU.TRE 1 0.355 95.5264 2.65
415_5 POPU.TRE 2 0.5 41.3057 2
415_5 POPU.TRE 3 0.1435 58.7496 2
415_5 POPU.TRE 4 0.1435 30.5221 2
415_5 POPU.TRE 5 0.0374 11.5022 2
415_5 POPU.TRE 6 0.015 506.5529 2.65
415_5 POPU.TRE 7 0.0033 1862.0007 1
415_5 POPU.TRE 8 0.0187 15.0673 2
415_5 POPU.TRE 9 0.0718 12.8664 2
415_5 POPU.TRE 10 0.0001 0.0001 2
415_5 QUER.RUB 1 0.355 0.0001 2.65
415_5 QUER.RUB 2 0.5 0.0001 2
415_5 QUER.RUB 3 0.1435 0.0001 2
415_5 QUER.RUB 4 0.1435 0.0001 2
415_5 QUER.RUB 5 0.0374 0.0001 2
415_5 QUER.RUB 6 0.015 0.0001 2.65
415_5 QUER.RUB 7 0.0033 0.0001 1
415_5 QUER.RUB 8 0.0187 0.0001 2
415_5 QUER.RUB 9 0.0718 0.0001 2
415_5 QUER.RUB 10 0.0001 0.0001 2
415_5 THUJ.SPP.ALL 1 0.355 36.3771 2.65
415_5 THUJ.SPP.ALL 2 0.5 15.1636 2
415_5 THUJ.SPP.ALL 3 0.1435 21.9757 2
415_5 THUJ.SPP.ALL 4 0.1435 11.6113 2
415_5 THUJ.SPP.ALL 5 0.0374 16.2672 2
415_5 THUJ.SPP.ALL 6 0.015 189.3284 2.65
415_5 THUJ.SPP.ALL 7 0.0033 739.0648 1
415_5 THUJ.SPP.ALL 8 0.0187 14.6744 2
415_5 THUJ.SPP.ALL 9 0.0718 6.3957 2
415_5 THUJ.SPP.ALL 10 0.0001 0.0001 2
415_5 TSUG.CAN 1 0.355 0.0001 2.65
415_5 TSUG.CAN 2 0.5 0.0001 2
415_5 TSUG.CAN 3 0.1435 0.0001 2
415_5 TSUG.CAN 4 0.1435 0.0001 2
415_5 TSUG.CAN 5 0.0374 0.0001 2
415_5 TSUG.CAN 6 0.015 0.0001 2.65
415_5 TSUG.CAN 7 0.0033 0.0001 1
415_5 TSUG.CAN 8 0.0187 0.0001 2
415_5 TSUG.CAN 9 0.0718 0.0001 2
415_5 TSUG.CAN 10 0.0001 0.0001 2
418_1 ABIE.BAL 1 0.355 13.5478 2.65
418_1 ABIE.BAL 2 0.5 6.4003 2
418_1 ABIE.BAL 3 0.1435 4.7132 2
418_1 ABIE.BAL 4 0.1435 4.5213 2
418_1 ABIE.BAL 5 0.0374 0.3396 2
418_1 ABIE.BAL 6 0.015 61.8982 2.65
418_1 ABIE.BAL 7 0.0033 266.822 1
418_1 ABIE.BAL 8 0.0187 0.1341 2
418_1 ABIE.BAL 9 0.0718 0.072 2
418_1 ABIE.BAL 10 0.0001 0.0001 2
418_1 ACER.RUB 1 0.355 65.7059 2.65
418_1 ACER.RUB 2 0.5 29.6715 2
418_1 ACER.RUB 3 0.1435 48.0446 2
418_1 ACER.RUB 4 0.1435 20.9698 2
418_1 ACER.RUB 5 0.0374 14.9979 2
418_1 ACER.RUB 6 0.015 344.3185 2.65
418_1 ACER.RUB 7 0.0033 1231.3259 1
418_1 ACER.RUB 8 0.0187 15.9989 2
418_1 ACER.RUB 9 0.0718 11.5612 2
418_1 ACER.RUB 10 0.0001 0.0001 2
418_1 ACER.SAH 1 0.355 131.4708 2.65
418_1 ACER.SAH 2 0.5 54.5058 2
418_1 ACER.SAH 3 0.1435 129.1597 2
418_1 ACER.SAH 4 0.1435 40.3827 2
418_1 ACER.SAH 5 0.0374 98.5308 2
418_1 ACER.SAH 6 0.015 933.0224 2.65
418_1 ACER.SAH 7 0.0033 3018.1906 1
418_1 ACER.SAH 8 0.0187 92.1022 2
418_1 ACER.SAH 9 0.0718 39.4903 2
418_1 ACER.SAH 10 0.0001 0.0001 2
418_1 BETU.ALL 1 0.355 97.0642 2.65
418_1 BETU.ALL 2 0.5 41.7708 2
418_1 BETU.ALL 3 0.1435 76.6238 2
418_1 BETU.ALL 4 0.1435 28.8586 2
418_1 BETU.ALL 5 0.0374 47.1111 2
418_1 BETU.ALL 6 0.015 520.8765 2.65
418_1 BETU.ALL 7 0.0033 1774.3852 1
418_1 BETU.ALL 8 0.0187 50.2583 2
418_1 BETU.ALL 9 0.0718 24.0076 2
418_1 BETU.ALL 10 0.0001 0.0001 2
418_1 BETU.PAP 1 0.355 43.7646 2.65
418_1 BETU.PAP 2 0.5 21.2815 2
418_1 BETU.PAP 3 0.1435 16.8418 2
418_1 BETU.PAP 4 0.1435 14.691 2
418_1 BETU.PAP 5 0.0374 0.3544 2
418_1 BETU.PAP 6 0.015 190.6284 2.65
418_1 BETU.PAP 7 0.0033 819.5441 1
418_1 BETU.PAP 8 0.0187 0.4019 2
418_1 BETU.PAP 9 0.0718 0.6932 2
418_1 BETU.PAP 10 0.0001 0.0001 2
418_1 FAGU.GRA 1 0.355 129.113 2.65
418_1 FAGU.GRA 2 0.5 44.7924 2
418_1 FAGU.GRA 3 0.1435 211.4339 2
418_1 FAGU.GRA 4 0.1435 37.7012 2
418_1 FAGU.GRA 5 0.0374 302.9315 2
418_1 FAGU.GRA 6 0.015 1328.6828 2.65
418_1 FAGU.GRA 7 0.0033 3671.9824 1
418_1 FAGU.GRA 8 0.0187 253.8265 2
418_1 FAGU.GRA 9 0.0718 69.1712 2
418_1 FAGU.GRA 10 0.0001 0.0001 2
418_1 LARI.LAR 1 0.355 13.5883 2.65
418_1 LARI.LAR 2 0.5 6.45 2
418_1 LARI.LAR 3 0.1435 4.8827 2
418_1 LARI.LAR 4 0.1435 4.2937 2
418_1 LARI.LAR 5 0.0374 0.0048 2
418_1 LARI.LAR 6 0.015 49.6048 2.65
418_1 LARI.LAR 7 0.0033 200.43 1
418_1 LARI.LAR 8 0.0187 0.0077 2
418_1 LARI.LAR 9 0.0718 0.2813 2
418_1 LARI.LAR 10 0.0001 0.0001 2
418_1 PICE.GLA 1 0.355 356.8474 2.65
418_1 PICE.GLA 2 0.5 92.014 2
418_1 PICE.GLA 3 0.1435 468.1442 2
418_1 PICE.GLA 4 0.1435 69.3287 2
418_1 PICE.GLA 5 0.0374 863.8678 2
418_1 PICE.GLA 6 0.015 2587.6538 2.65
418_1 PICE.GLA 7 0.0033 6399.2204 1
418_1 PICE.GLA 8 0.0187 755.2782 2
418_1 PICE.GLA 9 0.0718 224.2058 2
418_1 PICE.GLA 10 0.0001 0.0001 2
418_1 PICE.MAR 1 0.355 145.5048 2.65
418_1 PICE.MAR 2 0.5 55.3871 2
418_1 PICE.MAR 3 0.1435 125.4689 2
418_1 PICE.MAR 4 0.1435 40.6395 2
418_1 PICE.MAR 5 0.0374 177.7011 2
418_1 PICE.MAR 6 0.015 908.9713 2.65
418_1 PICE.MAR 7 0.0033 2909.3422 1
418_1 PICE.MAR 8 0.0187 134.3832 2
418_1 PICE.MAR 9 0.0718 46.5112 2
418_1 PICE.MAR 10 0.0001 0.0001 2
418_1 PICE.RUB 1 0.355 19.1733 2.65
418_1 PICE.RUB 2 0.5 9.2366 2
418_1 PICE.RUB 3 0.1435 6.5652 2
418_1 PICE.RUB 4 0.1435 6.2615 2
418_1 PICE.RUB 5 0.0374 0.8276 2
418_1 PICE.RUB 6 0.015 76.2155 2.65
418_1 PICE.RUB 7 0.0033 331.3631 1
418_1 PICE.RUB 8 0.0187 0.2934 2
418_1 PICE.RUB 9 0.0718 0.0821 2
418_1 PICE.RUB 10 0.0001 0.0001 2
418_1 PINU.BAN 1 0.355 125.5198 2.65
418_1 PINU.BAN 2 0.5 52.9366 2
418_1 PINU.BAN 3 0.1435 109.38 2
418_1 PINU.BAN 4 0.1435 40.6722 2
418_1 PINU.BAN 5 0.0374 197.1506 2
418_1 PINU.BAN 6 0.015 1007.7006 2.65
418_1 PINU.BAN 7 0.0033 3129.2572 1
418_1 PINU.BAN 8 0.0187 119.9748 2
418_1 PINU.BAN 9 0.0718 26.5335 2
418_1 PINU.BAN 10 0.0001 0.0001 2
418_1 PINU.RES 1 0.355 0.419 2.65
418_1 PINU.RES 2 0.5 0.0038 2
418_1 PINU.RES 3 0.1435 10.4375 2
418_1 PINU.RES 4 0.1435 1.0195 2
418_1 PINU.RES 5 0.0374 33.4008 2
418_1 PINU.RES 6 0.015 160.977 2.65
418_1 PINU.RES 7 0.0033 447.4382 1
418_1 PINU.RES 8 0.0187 15.2605 2
418_1 PINU.RES 9 0.0718 0.9785 2
418_1 PINU.RES 10 0.0001 0.0001 2
418_1 PINU.STR 1 0.355 134.2219 2.65
418_1 PINU.STR 2 0.5 49.4516 2
418_1 PINU.STR 3 0.1435 144.2062 2
418_1 PINU.STR 4 0.1435 33.0883 2
418_1 PINU.STR 5 0.0374 177.19 2
418_1 PINU.STR 6 0.015 806.3109 2.65
418_1 PINU.STR 7 0.0033 2075.9407 1
418_1 PINU.STR 8 0.0187 131.0236 2
418_1 PINU.STR 9 0.0718 57.0044 2
418_1 PINU.STR 10 0.0001 0.0001 2
418_1 POPU.TRE 1 0.355 101.1483 2.65
418_1 POPU.TRE 2 0.5 43.4957 2
418_1 POPU.TRE 3 0.1435 76.6521 2
418_1 POPU.TRE 4 0.1435 31.9902 2
418_1 POPU.TRE 5 0.0374 33.7626 2
418_1 POPU.TRE 6 0.015 575.0715 2.65
418_1 POPU.TRE 7 0.0033 2015.106 1
418_1 POPU.TRE 8 0.0187 40.0759 2
418_1 POPU.TRE 9 0.0718 22.7397 2
418_1 POPU.TRE 10 0.0001 0.0001 2
418_1 QUER.RUB 1 0.355 417.436 2.65
418_1 QUER.RUB 2 0.5 71.7742 2
418_1 QUER.RUB 3 0.1435 868.3795 2
418_1 QUER.RUB 4 0.1435 69.0327 2
418_1 QUER.RUB 5 0.0374 1093.7258 2
418_1 QUER.RUB 6 0.015 3288.0099 2.65
418_1 QUER.RUB 7 0.0033 7227.1353 1
418_1 QUER.RUB 8 0.0187 1167.6066 2
418_1 QUER.RUB 9 0.0718 465.0215 2
418_1 QUER.RUB 10 0.0001 0.0001 2
418_1 THUJ.SPP.ALL 1 0.355 71.1251 2.65
418_1 THUJ.SPP.ALL 2 0.5 28.2317 2
418_1 THUJ.SPP.ALL 3 0.1435 49.9255 2
418_1 THUJ.SPP.ALL 4 0.1435 19.5173 2
418_1 THUJ.SPP.ALL 5 0.0374 51.3457 2
418_1 THUJ.SPP.ALL 6 0.015 340.8466 2.65
418_1 THUJ.SPP.ALL 7 0.0033 1175.645 1
418_1 THUJ.SPP.ALL 8 0.0187 45.5006 2
418_1 THUJ.SPP.ALL 9 0.0718 18.8741 2
418_1 THUJ.SPP.ALL 10 0.0001 0.0001 2
418_1 TSUG.CAN 1 0.355 81.9314 2.65
418_1 TSUG.CAN 2 0.5 33.0079 2
418_1 TSUG.CAN 3 0.1435 59.5954 2
418_1 TSUG.CAN 4 0.1435 22.8018 2
418_1 TSUG.CAN 5 0.0374 89.2413 2
418_1 TSUG.CAN 6 0.015 445.8303 2.65
418_1 TSUG.CAN 7 0.0033 1427.9785 1
418_1 TSUG.CAN 8 0.0187 73.0202 2
418_1 TSUG.CAN 9 0.0718 19.9646 2
418_1 TSUG.CAN 10 0.0001 0.0001 2
418_2 ABIE.BAL 1 0.355 14.9973 2.65
418_2 ABIE.BAL 2 0.5 7.0638 2
418_2 ABIE.BAL 3 0.1435 5.1977 2
418_2 ABIE.BAL 4 0.1435 4.9485 2
418_2 ABIE.BAL 5 0.0374 0.4897 2
418_2 ABIE.BAL 6 0.015 65.7388 2.65
418_2 ABIE.BAL 7 0.0033 275.7078 1
418_2 ABIE.BAL 8 0.0187 0.1879 2
418_2 ABIE.BAL 9 0.0718 0.0897 2
418_2 ABIE.BAL 10 0.0001 0.0001 2
418_2 ACER.RUB 1 0.355 67.8542 2.65
418_2 ACER.RUB 2 0.5 29.5627 2
418_2 ACER.RUB 3 0.1435 53.1414 2
418_2 ACER.RUB 4 0.1435 20.7709 2
418_2 ACER.RUB 5 0.0374 16.9512 2
418_2 ACER.RUB 6 0.015 350.5764 2.65
418_2 ACER.RUB 7 0.0033 1200.3248 1
418_2 ACER.RUB 8 0.0187 19.1459 2
418_2 ACER.RUB 9 0.0718 14.945 2
418_2 ACER.RUB 10 0.0001 0.0001 2
418_2 ACER.SAH 1 0.355 152.9962 2.65
418_2 ACER.SAH 2 0.5 57.578 2
418_2 ACER.SAH 3 0.1435 183.7846 2
418_2 ACER.SAH 4 0.1435 42.6214 2
418_2 ACER.SAH 5 0.0374 122.1873 2
418_2 ACER.SAH 6 0.015 1030.6611 2.65
418_2 ACER.SAH 7 0.0033 3079.2922 1
418_2 ACER.SAH 8 0.0187 123.5921 2
418_2 ACER.SAH 9 0.0718 70.3209 2
418_2 ACER.SAH 10 0.0001 0.0001 2
418_2 BETU.ALL 1 0.355 104.9911 2.65
418_2 BETU.ALL 2 0.5 44.3992 2
418_2 BETU.ALL 3 0.1435 87.9629 2
418_2 BETU.ALL 4 0.1435 30.5301 2
418_2 BETU.ALL 5 0.0374 46.5732 2
