ecoregion species DOMpool DecayRate AmountT0 Q10
418_2 BETU.ALL 6 0.015 559.9412 2.65
418_2 BETU.ALL 7 0.0033 1833.857 1
418_2 BETU.ALL 8 0.0187 51.7508 2
418_2 BETU.ALL 9 0.0718 29.1661 2
418_2 BETU.ALL 10 0.0001 0.0001 2
418_2 BETU.PAP 1 0.355 44.9093 2.65
418_2 BETU.PAP 2 0.5 21.6024 2
418_2 BETU.PAP 3 0.1435 18.5974 2
418_2 BETU.PAP 4 0.1435 14.9248 2
418_2 BETU.PAP 5 0.0374 0.5859 2
418_2 BETU.PAP 6 0.015 200.5847 2.65
418_2 BETU.PAP 7 0.0033 808.7827 1
418_2 BETU.PAP 8 0.0187 0.6652 2
418_2 BETU.PAP 9 0.0718 1.077 2
418_2 BETU.PAP 10 0.0001 0.0001 2
418_2 FAGU.GRA 1 0.355 134.5007 2.65
418_2 FAGU.GRA 2 0.5 44.1161 2
418_2 FAGU.GRA 3 0.1435 217.2879 2
418_2 FAGU.GRA 4 0.1435 37.3457 2
418_2 FAGU.GRA 5 0.0374 307.9566 2
418_2 FAGU.GRA 6 0.015 1281.8021 2.65
418_2 FAGU.GRA 7 0.0033 3533.3315 1
418_2 FAGU.GRA 8 0.0187 266.7283 2
418_2 FAGU.GRA 9 0.0718 79.2576 2
418_2 FAGU.GRA 10 0.0001 0.0001 2
418_2 LARI.LAR 1 0.355 13.2972 2.65
418_2 LARI.LAR 2 0.5 6.2033 2
418_2 LARI.LAR 3 0.1435 5.177 2
418_2 LARI.LAR 4 0.1435 4.1265 2
418_2 LARI.LAR 5 0.0374 0.028 2
418_2 LARI.LAR 6 0.015 48.9748 2.65
418_2 LARI.LAR 7 0.0033 192.713 1
418_2 LARI.LAR 8 0.0187 0.0442 2
418_2 LARI.LAR 9 0.0718 0.7032 2
418_2 LARI.LAR 10 0.0001 0.0001 2
418_2 PICE.GLA 1 0.355 420.2626 2.65
418_2 PICE.GLA 2 0.5 94.8618 2
418_2 PICE.GLA 3 0.1435 548.7002 2
418_2 PICE.GLA 4 0.1435 69.0041 2
418_2 PICE.GLA 5 0.0374 873.7606 2
418_2 PICE.GLA 6 0.015 2553.899 2.65
418_2 PICE.GLA 7 0.0033 5892.2646 1
418_2 PICE.GLA 8 0.0187 833.9121 2
418_2 PICE.GLA 9 0.0718 295.6235 2
418_2 PICE.GLA 10 0.0001 0.0001 2
418_2 PICE.MAR 1 0.355 186.0244 2.65
418_2 PICE.MAR 2 0.5 60.2374 2
418_2 PICE.MAR 3 0.1435 200.5539 2
418_2 PICE.MAR 4 0.1435 44.1824 2
418_2 PICE.MAR 5 0.0374 287.0568 2
418_2 PICE.MAR 6 0.015 1186.1214 2.65
418_2 PICE.MAR 7 0.0033 3286.5327 1
418_2 PICE.MAR 8 0.0187 230.7809 2
418_2 PICE.MAR 9 0.0718 89.4223 2
418_2 PICE.MAR 10 0.0001 0.0001 2
418_2 PICE.RUB 1 0.355 20.6023 2.65
418_2 PICE.RUB 2 0.5 9.8436 2
418_2 PICE.RUB 3 0.1435 7.5899 2
418_2 PICE.RUB 4 0.1435 6.6441 2
418_2 PICE.RUB 5 0.0374 1.6955 2
418_2 PICE.RUB 6 0.015 83.0822 2.65
418_2 PICE.RUB 7 0.0033 345.398 1
418_2 PICE.RUB 8 0.0187 0.9634 2
418_2 PICE.RUB 9 0.0718 0.4182 2
418_2 PICE.RUB 10 0.0001 0.0001 2
418_2 PINU.BAN 1 0.355 155.0359 2.65
418_2 PINU.BAN 2 0.5 60.6624 2
418_2 PINU.BAN 3 0.1435 149.5778 2
418_2 PINU.BAN 4 0.1435 45.0924 2
418_2 PINU.BAN 5 0.0374 247.3597 2
418_2 PINU.BAN 6 0.015 1168.5435 2.65
418_2 PINU.BAN 7 0.0033 3378.2136 1
418_2 PINU.BAN 8 0.0187 160.9898 2
418_2 PINU.BAN 9 0.0718 48.0908 2
418_2 PINU.BAN 10 0.0001 0.0001 2
418_2 PINU.RES 1 0.355 24.8288 2.65
418_2 PINU.RES 2 0.5 6.5465 2
418_2 PINU.RES 3 0.1435 74.8354 2
418_2 PINU.RES 4 0.1435 8.8668 2
418_2 PINU.RES 5 0.0374 112.6904 2
418_2 PINU.RES 6 0.015 483.9164 2.65
418_2 PINU.RES 7 0.0033 1148.7708 1
418_2 PINU.RES 8 0.0187 73.5766 2
418_2 PINU.RES 9 0.0718 20.1183 2
418_2 PINU.RES 10 0.0001 0.0001 2
418_2 PINU.STR 1 0.355 131.0256 2.65
418_2 PINU.STR 2 0.5 45.3006 2
418_2 PINU.STR 3 0.1435 117.0657 2
418_2 PINU.STR 4 0.1435 30.1726 2
418_2 PINU.STR 5 0.0374 131.7447 2
418_2 PINU.STR 6 0.015 665.9923 2.65
418_2 PINU.STR 7 0.0033 1796.8287 1
418_2 PINU.STR 8 0.0187 106.2179 2
418_2 PINU.STR 9 0.0718 54.6975 2
418_2 PINU.STR 10 0.0001 0.0001 2
418_2 POPU.TRE 1 0.355 96.6496 2.65
418_2 POPU.TRE 2 0.5 40.7924 2
418_2 POPU.TRE 3 0.1435 78.3045 2
418_2 POPU.TRE 4 0.1435 29.6615 2
418_2 POPU.TRE 5 0.0374 28.8706 2
418_2 POPU.TRE 6 0.015 549.9023 2.65
418_2 POPU.TRE 7 0.0033 1825.7758 1
418_2 POPU.TRE 8 0.0187 32.2395 2
418_2 POPU.TRE 9 0.0718 22.8011 2
418_2 POPU.TRE 10 0.0001 0.0001 2
418_2 QUER.RUB 1 0.355 624.6797 2.65
418_2 QUER.RUB 2 0.5 153.6267 2
418_2 QUER.RUB 3 0.1435 1016.1957 2
418_2 QUER.RUB 4 0.1435 102.0193 2
418_2 QUER.RUB 5 0.0374 842.803 2
418_2 QUER.RUB 6 0.015 3206.5164 2.65
418_2 QUER.RUB 7 0.0033 6910.2895 1
418_2 QUER.RUB 8 0.0187 1029.4772 2
418_2 QUER.RUB 9 0.0718 595.1205 2
418_2 QUER.RUB 10 0.0001 0.0001 2
418_2 THUJ.SPP.ALL 1 0.355 73.3915 2.65
418_2 THUJ.SPP.ALL 2 0.5 28.8926 2
418_2 THUJ.SPP.ALL 3 0.1435 53.2825 2
418_2 THUJ.SPP.ALL 4 0.1435 19.6187 2
418_2 THUJ.SPP.ALL 5 0.0374 57.114 2
418_2 THUJ.SPP.ALL 6 0.015 350.6887 2.65
418_2 THUJ.SPP.ALL 7 0.0033 1148.9032 1
418_2 THUJ.SPP.ALL 8 0.0187 50.0568 2
418_2 THUJ.SPP.ALL 9 0.0718 20.6798 2
418_2 THUJ.SPP.ALL 10 0.0001 0.0001 2
418_2 TSUG.CAN 1 0.355 86.8303 2.65
418_2 TSUG.CAN 2 0.5 32.433 2
418_2 TSUG.CAN 3 0.1435 68.664 2
418_2 TSUG.CAN 4 0.1435 21.9973 2
418_2 TSUG.CAN 5 0.0374 94.9479 2
418_2 TSUG.CAN 6 0.015 445.6239 2.65
418_2 TSUG.CAN 7 0.0033 1345.8083 1
418_2 TSUG.CAN 8 0.0187 80.6622 2
418_2 TSUG.CAN 9 0.0718 28.5658 2
418_2 TSUG.CAN 10 0.0001 0.0001 2
418_3 ABIE.BAL 1 0.355 11.3988 2.65
418_3 ABIE.BAL 2 0.5 5.3861 2
418_3 ABIE.BAL 3 0.1435 4.1797 2
418_3 ABIE.BAL 4 0.1435 3.8849 2
418_3 ABIE.BAL 5 0.0374 0.4711 2
418_3 ABIE.BAL 6 0.015 54.0286 2.65
418_3 ABIE.BAL 7 0.0033 231.7606 1
418_3 ABIE.BAL 8 0.0187 0.2343 2
418_3 ABIE.BAL 9 0.0718 0.1478 2
418_3 ABIE.BAL 10 0.0001 0.0001 2
418_3 ACER.RUB 1 0.355 65.42 2.65
418_3 ACER.RUB 2 0.5 29.5278 2
418_3 ACER.RUB 3 0.1435 46.5257 2
418_3 ACER.RUB 4 0.1435 21.0106 2
418_3 ACER.RUB 5 0.0374 11.7111 2
418_3 ACER.RUB 6 0.015 339.5468 2.65
418_3 ACER.RUB 7 0.0033 1227.527 1
418_3 ACER.RUB 8 0.0187 14.1846 2
418_3 ACER.RUB 9 0.0718 12.9493 2
418_3 ACER.RUB 10 0.0001 0.0001 2
418_3 ACER.SAH 1 0.355 144.3504 2.65
418_3 ACER.SAH 2 0.5 57.5545 2
418_3 ACER.SAH 3 0.1435 168.4595 2
418_3 ACER.SAH 4 0.1435 43.2466 2
418_3 ACER.SAH 5 0.0374 118.701 2
418_3 ACER.SAH 6 0.015 1075.8123 2.65
418_3 ACER.SAH 7 0.0033 3349.2508 1
418_3 ACER.SAH 8 0.0187 122.7664 2
418_3 ACER.SAH 9 0.0718 63.116 2
418_3 ACER.SAH 10 0.0001 0.0001 2
418_3 BETU.ALL 1 0.355 102.3396 2.65
418_3 BETU.ALL 2 0.5 43.0382 2
418_3 BETU.ALL 3 0.1435 94.2524 2
418_3 BETU.ALL 4 0.1435 30.2525 2
418_3 BETU.ALL 5 0.0374 49.4719 2
418_3 BETU.ALL 6 0.015 586.0779 2.65
418_3 BETU.ALL 7 0.0033 1926.1899 1
418_3 BETU.ALL 8 0.0187 59.5922 2
418_3 BETU.ALL 9 0.0718 35.1972 2
418_3 BETU.ALL 10 0.0001 0.0001 2
418_3 BETU.PAP 1 0.355 41.0585 2.65
418_3 BETU.PAP 2 0.5 19.8837 2
418_3 BETU.PAP 3 0.1435 19.102 2
418_3 BETU.PAP 4 0.1435 14.0306 2
418_3 BETU.PAP 5 0.0374 0.8989 2
418_3 BETU.PAP 6 0.015 199.384 2.65
418_3 BETU.PAP 7 0.0033 800.1305 1
418_3 BETU.PAP 8 0.0187 1.1582 2
418_3 BETU.PAP 9 0.0718 2.0305 2
418_3 BETU.PAP 10 0.0001 0.0001 2
418_3 FAGU.GRA 1 0.355 112.3136 2.65
418_3 FAGU.GRA 2 0.5 39.1352 2
418_3 FAGU.GRA 3 0.1435 181.9079 2
418_3 FAGU.GRA 4 0.1435 33.4556 2
418_3 FAGU.GRA 5 0.0374 263.8277 2
418_3 FAGU.GRA 6 0.015 1224.9688 2.65
418_3 FAGU.GRA 7 0.0033 3460.7673 1
418_3 FAGU.GRA 8 0.0187 239.3762 2
418_3 FAGU.GRA 9 0.0718 66.63 2
418_3 FAGU.GRA 10 0.0001 0.0001 2
418_3 LARI.LAR 1 0.355 14.484 2.65
418_3 LARI.LAR 2 0.5 6.994 2
418_3 LARI.LAR 3 0.1435 5.7972 2
418_3 LARI.LAR 4 0.1435 4.7729 2
418_3 LARI.LAR 5 0.0374 0.0141 2
418_3 LARI.LAR 6 0.015 57.4329 2.65
418_3 LARI.LAR 7 0.0033 234.6823 1
418_3 LARI.LAR 8 0.0187 0.0239 2
418_3 LARI.LAR 9 0.0718 0.5617 2
418_3 LARI.LAR 10 0.0001 0.0001 2
418_3 PICE.GLA 1 0.355 356.0303 2.65
418_3 PICE.GLA 2 0.5 85.0921 2
418_3 PICE.GLA 3 0.1435 468.5648 2
418_3 PICE.GLA 4 0.1435 62.3604 2
418_3 PICE.GLA 5 0.0374 721.675 2
418_3 PICE.GLA 6 0.015 2211.1667 2.65
418_3 PICE.GLA 7 0.0033 5235.682 1
418_3 PICE.GLA 8 0.0187 739.1813 2
418_3 PICE.GLA 9 0.0718 268.0234 2
418_3 PICE.GLA 10 0.0001 0.0001 2
418_3 PICE.MAR 1 0.355 148.8293 2.65
418_3 PICE.MAR 2 0.5 47.6713 2
418_3 PICE.MAR 3 0.1435 172.3185 2
418_3 PICE.MAR 4 0.1435 36.0153 2
418_3 PICE.MAR 5 0.0374 253.1127 2
418_3 PICE.MAR 6 0.015 1060.65 2.65
418_3 PICE.MAR 7 0.0033 2904.0362 1
418_3 PICE.MAR 8 0.0187 211.0744 2
418_3 PICE.MAR 9 0.0718 81.3448 2
418_3 PICE.MAR 10 0.0001 0.0001 2
418_3 PICE.RUB 1 0.355 18.2473 2.65
418_3 PICE.RUB 2 0.5 8.7571 2
418_3 PICE.RUB 3 0.1435 7.1232 2
418_3 PICE.RUB 4 0.1435 6.0385 2
418_3 PICE.RUB 5 0.0374 1.6043 2
418_3 PICE.RUB 6 0.015 77.2832 2.65
418_3 PICE.RUB 7 0.0033 329.4613 1
418_3 PICE.RUB 8 0.0187 1.0851 2
418_3 PICE.RUB 9 0.0718 0.6645 2
418_3 PICE.RUB 10 0.0001 0.0001 2
418_3 PINU.BAN 1 0.355 169.7003 2.65
418_3 PINU.BAN 2 0.5 68.8044 2
418_3 PINU.BAN 3 0.1435 162.8434 2
418_3 PINU.BAN 4 0.1435 50.6139 2
418_3 PINU.BAN 5 0.0374 279.5046 2
418_3 PINU.BAN 6 0.015 1311.1606 2.65
418_3 PINU.BAN 7 0.0033 3876.9202 1
418_3 PINU.BAN 8 0.0187 198.6126 2
418_3 PINU.BAN 9 0.0718 55.4591 2
418_3 PINU.BAN 10 0.0001 0.0001 2
418_3 PINU.RES 1 0.355 68.1639 2.65
418_3 PINU.RES 2 0.5 16.5759 2
418_3 PINU.RES 3 0.1435 126.2903 2
418_3 PINU.RES 4 0.1435 13.9978 2
418_3 PINU.RES 5 0.0374 174.5198 2
418_3 PINU.RES 6 0.015 720.3779 2.65
418_3 PINU.RES 7 0.0033 1623.698 1
418_3 PINU.RES 8 0.0187 127.1721 2
418_3 PINU.RES 9 0.0718 61.0803 2
418_3 PINU.RES 10 0.0001 0.0001 2
418_3 PINU.STR 1 0.355 150.0195 2.65
418_3 PINU.STR 2 0.5 45.1651 2
418_3 PINU.STR 3 0.1435 165.4507 2
418_3 PINU.STR 4 0.1435 30.7103 2
418_3 PINU.STR 5 0.0374 199.0741 2
418_3 PINU.STR 6 0.015 830.8031 2.65
418_3 PINU.STR 7 0.0033 2064.2717 1
418_3 PINU.STR 8 0.0187 182.0667 2
418_3 PINU.STR 9 0.0718 93.2284 2
418_3 PINU.STR 10 0.0001 0.0001 2
418_3 POPU.TRE 1 0.355 80.5331 2.65
418_3 POPU.TRE 2 0.5 34.3873 2
418_3 POPU.TRE 3 0.1435 69.812 2
418_3 POPU.TRE 4 0.1435 25.3836 2
418_3 POPU.TRE 5 0.0374 26.0179 2
418_3 POPU.TRE 6 0.015 482.6768 2.65
418_3 POPU.TRE 7 0.0033 1610.3869 1
418_3 POPU.TRE 8 0.0187 32.0956 2
418_3 POPU.TRE 9 0.0718 22.2764 2
418_3 POPU.TRE 10 0.0001 0.0001 2
418_3 QUER.RUB 1 0.355 525.1352 2.65
418_3 QUER.RUB 2 0.5 125.7013 2
418_3 QUER.RUB 3 0.1435 921.2511 2
418_3 QUER.RUB 4 0.1435 90.8359 2
418_3 QUER.RUB 5 0.0374 849.4299 2
418_3 QUER.RUB 6 0.015 3136.3494 2.65
418_3 QUER.RUB 7 0.0033 6948.1374 1
418_3 QUER.RUB 8 0.0187 1062.4795 2
418_3 QUER.RUB 9 0.0718 552.3207 2
418_3 QUER.RUB 10 0.0001 0.0001 2
418_3 THUJ.SPP.ALL 1 0.355 81.839 2.65
418_3 THUJ.SPP.ALL 2 0.5 31.0598 2
418_3 THUJ.SPP.ALL 3 0.1435 67.441 2
418_3 THUJ.SPP.ALL 4 0.1435 21.4331 2
418_3 THUJ.SPP.ALL 5 0.0374 78.3848 2
418_3 THUJ.SPP.ALL 6 0.015 429.047 2.65
418_3 THUJ.SPP.ALL 7 0.0033 1339.2481 1
418_3 THUJ.SPP.ALL 8 0.0187 72.6068 2
418_3 THUJ.SPP.ALL 9 0.0718 29.9138 2
418_3 THUJ.SPP.ALL 10 0.0001 0.0001 2
418_3 TSUG.CAN 1 0.355 91.868 2.65
418_3 TSUG.CAN 2 0.5 32.3161 2
418_3 TSUG.CAN 3 0.1435 83.4814 2
418_3 TSUG.CAN 4 0.1435 22.1094 2
418_3 TSUG.CAN 5 0.0374 109.4904 2
418_3 TSUG.CAN 6 0.015 490.3943 2.65
418_3 TSUG.CAN 7 0.0033 1416.8153 1
418_3 TSUG.CAN 8 0.0187 102.9554 2
418_3 TSUG.CAN 9 0.0718 40.9366 2
418_3 TSUG.CAN 10 0.0001 0.0001 2
418_4 ABIE.BAL 1 0.355 12.3432 2.65
418_4 ABIE.BAL 2 0.5 5.8312 2
418_4 ABIE.BAL 3 0.1435 4.3965 2
418_4 ABIE.BAL 4 0.1435 4.165 2
418_4 ABIE.BAL 5 0.0374 0.4209 2
418_4 ABIE.BAL 6 0.015 57.0286 2.65
418_4 ABIE.BAL 7 0.0033 244.0609 1
418_4 ABIE.BAL 8 0.0187 0.1919 2
418_4 ABIE.BAL 9 0.0718 0.1108 2
418_4 ABIE.BAL 10 0.0001 0.0001 2
418_4 ACER.RUB 1 0.355 65.4525 2.65
418_4 ACER.RUB 2 0.5 29.0157 2
418_4 ACER.RUB 3 0.1435 50.987 2
418_4 ACER.RUB 4 0.1435 20.5965 2
418_4 ACER.RUB 5 0.0374 15.1669 2
418_4 ACER.RUB 6 0.015 351.6495 2.65
418_4 ACER.RUB 7 0.0033 1227.8116 1
418_4 ACER.RUB 8 0.0187 17.7384 2
418_4 ACER.RUB 9 0.0718 14.432 2
418_4 ACER.RUB 10 0.0001 0.0001 2
418_4 ACER.SAH 1 0.355 126.8887 2.65
418_4 ACER.SAH 2 0.5 51.5959 2
418_4 ACER.SAH 3 0.1435 134.7972 2
418_4 ACER.SAH 4 0.1435 38.1427 2
418_4 ACER.SAH 5 0.0374 91.0545 2
418_4 ACER.SAH 6 0.015 879.594 2.65
418_4 ACER.SAH 7 0.0033 2792.859 1
418_4 ACER.SAH 8 0.0187 93.0736 2
418_4 ACER.SAH 9 0.0718 48.3606 2
418_4 ACER.SAH 10 0.0001 0.0001 2
418_4 BETU.ALL 1 0.355 107.9685 2.65
418_4 BETU.ALL 2 0.5 45.8859 2
418_4 BETU.ALL 3 0.1435 95.1576 2
418_4 BETU.ALL 4 0.1435 32.0881 2
418_4 BETU.ALL 5 0.0374 51.7145 2
418_4 BETU.ALL 6 0.015 616.9565 2.65
418_4 BETU.ALL 7 0.0033 2027.9321 1
418_4 BETU.ALL 8 0.0187 59.6703 2
418_4 BETU.ALL 9 0.0718 33.2115 2
418_4 BETU.ALL 10 0.0001 0.0001 2
418_4 BETU.PAP 1 0.355 44.0125 2.65
418_4 BETU.PAP 2 0.5 21.3454 2
418_4 BETU.PAP 3 0.1435 19.5694 2
418_4 BETU.PAP 4 0.1435 15.0102 2
418_4 BETU.PAP 5 0.0374 0.862 2
418_4 BETU.PAP 6 0.015 209.184 2.65
418_4 BETU.PAP 7 0.0033 847.819 1
418_4 BETU.PAP 8 0.0187 1.0425 2
418_4 BETU.PAP 9 0.0718 1.5557 2
418_4 BETU.PAP 10 0.0001 0.0001 2
418_4 FAGU.GRA 1 0.355 135.5772 2.65
418_4 FAGU.GRA 2 0.5 44.6399 2
418_4 FAGU.GRA 3 0.1435 236.2448 2
418_4 FAGU.GRA 4 0.1435 38.2967 2
418_4 FAGU.GRA 5 0.0374 341.1978 2
418_4 FAGU.GRA 6 0.015 1464.8127 2.65
418_4 FAGU.GRA 7 0.0033 4003.4695 1
418_4 FAGU.GRA 8 0.0187 304.1839 2
418_4 FAGU.GRA 9 0.0718 87.3733 2
418_4 FAGU.GRA 10 0.0001 0.0001 2
418_4 LARI.LAR 1 0.355 157.946 2.65
418_4 LARI.LAR 2 0.5 69.3672 2
418_4 LARI.LAR 3 0.1435 134.1329 2
418_4 LARI.LAR 4 0.1435 47.0418 2
418_4 LARI.LAR 5 0.0374 25.962 2
418_4 LARI.LAR 6 0.015 935.129 2.65
418_4 LARI.LAR 7 0.0033 2745.2993 1
418_4 LARI.LAR 8 0.0187 33.1567 2
418_4 LARI.LAR 9 0.0718 47.1281 2
418_4 LARI.LAR 10 0.0001 0.0001 2
418_4 PICE.GLA 1 0.355 380.4432 2.65
418_4 PICE.GLA 2 0.5 87.5163 2
418_4 PICE.GLA 3 0.1435 503.0007 2
418_4 PICE.GLA 4 0.1435 64.5375 2
418_4 PICE.GLA 5 0.0374 791.6024 2
418_4 PICE.GLA 6 0.015 2359.4269 2.65
418_4 PICE.GLA 7 0.0033 5553.8796 1
418_4 PICE.GLA 8 0.0187 799.5223 2
418_4 PICE.GLA 9 0.0718 284.7671 2
418_4 PICE.GLA 10 0.0001 0.0001 2
418_4 PICE.MAR 1 0.355 151.8496 2.65
418_4 PICE.MAR 2 0.5 52.0888 2
418_4 PICE.MAR 3 0.1435 159.6193 2
418_4 PICE.MAR 4 0.1435 38.5392 2
418_4 PICE.MAR 5 0.0374 223.1737 2
418_4 PICE.MAR 6 0.015 1007.9024 2.65
418_4 PICE.MAR 7 0.0033 2874.5959 1
418_4 PICE.MAR 8 0.0187 180.1594 2
418_4 PICE.MAR 9 0.0718 70.9172 2
418_4 PICE.MAR 10 0.0001 0.0001 2
418_4 PICE.RUB 1 0.355 18.0495 2.65
418_4 PICE.RUB 2 0.5 8.6428 2
418_4 PICE.RUB 3 0.1435 6.9008 2
418_4 PICE.RUB 4 0.1435 5.9332 2
418_4 PICE.RUB 5 0.0374 1.6212 2
418_4 PICE.RUB 6 0.015 74.8953 2.65
418_4 PICE.RUB 7 0.0033 319.7998 1
418_4 PICE.RUB 8 0.0187 1.0994 2
418_4 PICE.RUB 9 0.0718 0.5368 2
418_4 PICE.RUB 10 0.0001 0.0001 2
418_4 PINU.BAN 1 0.355 169.6424 2.65
418_4 PINU.BAN 2 0.5 63.6814 2
418_4 PINU.BAN 3 0.1435 181.2384 2
418_4 PINU.BAN 4 0.1435 46.9871 2
418_4 PINU.BAN 5 0.0374 304.7937 2
418_4 PINU.BAN 6 0.015 1295.3578 2.65
418_4 PINU.BAN 7 0.0033 3651.1586 1
418_4 PINU.BAN 8 0.0187 232.3018 2
418_4 PINU.BAN 9 0.0718 68.7457 2
418_4 PINU.BAN 10 0.0001 0.0001 2
418_4 PINU.RES 1 0.355 13.0505 2.65
418_4 PINU.RES 2 0.5 2.7008 2
418_4 PINU.RES 3 0.1435 63.4461 2
418_4 PINU.RES 4 0.1435 5.9337 2
418_4 PINU.RES 5 0.0374 126.9791 2
418_4 PINU.RES 6 0.015 519.3696 2.65
418_4 PINU.RES 7 0.0033 1260.9481 1
418_4 PINU.RES 8 0.0187 77.5548 2
418_4 PINU.RES 9 0.0718 15.3981 2
418_4 PINU.RES 10 0.0001 0.0001 2
418_4 PINU.STR 1 0.355 142.8558 2.65
418_4 PINU.STR 2 0.5 45.0605 2
418_4 PINU.STR 3 0.1435 147.3941 2
418_4 PINU.STR 4 0.1435 30.613 2
418_4 PINU.STR 5 0.0374 177.3903 2
418_4 PINU.STR 6 0.015 777.6024 2.65
418_4 PINU.STR 7 0.0033 2002.5087 1
418_4 PINU.STR 8 0.0187 154.8953 2
418_4 PINU.STR 9 0.0718 78.8004 2
418_4 PINU.STR 10 0.0001 0.0001 2
418_4 POPU.TRE 1 0.355 80.0882 2.65
418_4 POPU.TRE 2 0.5 34.6573 2
418_4 POPU.TRE 3 0.1435 63.5044 2
418_4 POPU.TRE 4 0.1435 25.3081 2
418_4 POPU.TRE 5 0.0374 23.9924 2
418_4 POPU.TRE 6 0.015 457.7037 2.65
418_4 POPU.TRE 7 0.0033 1567.8612 1
418_4 POPU.TRE 8 0.0187 28.4569 2
418_4 POPU.TRE 9 0.0718 18.652 2
418_4 POPU.TRE 10 0.0001 0.0001 2
418_4 QUER.RUB 1 0.355 507.344 2.65
418_4 QUER.RUB 2 0.5 90.1777 2
418_4 QUER.RUB 3 0.1435 1034.6185 2
418_4 QUER.RUB 4 0.1435 76.4759 2
418_4 QUER.RUB 5 0.0374 932.2261 2
418_4 QUER.RUB 6 0.015 3408.3848 2.65
418_4 QUER.RUB 7 0.0033 7193.0024 1
418_4 QUER.RUB 8 0.0187 1168.8764 2
418_4 QUER.RUB 9 0.0718 629.5446 2
418_4 QUER.RUB 10 0.0001 0.0001 2
418_4 THUJ.SPP.ALL 1 0.355 67.5687 2.65
418_4 THUJ.SPP.ALL 2 0.5 27.58 2
418_4 THUJ.SPP.ALL 3 0.1435 49.0126 2
418_4 THUJ.SPP.ALL 4 0.1435 19.0043 2
418_4 THUJ.SPP.ALL 5 0.0374 51.2943 2
418_4 THUJ.SPP.ALL 6 0.015 344.1587 2.65
418_4 THUJ.SPP.ALL 7 0.0033 1153.2201 1
418_4 THUJ.SPP.ALL 8 0.0187 44.8492 2
418_4 THUJ.SPP.ALL 9 0.0718 18.6343 2
418_4 THUJ.SPP.ALL 10 0.0001 0.0001 2
418_4 TSUG.CAN 1 0.355 96.7584 2.65
418_4 TSUG.CAN 2 0.5 34.2851 2
418_4 TSUG.CAN 3 0.1435 86.1288 2
418_4 TSUG.CAN 4 0.1435 23.5621 2
418_4 TSUG.CAN 5 0.0374 120.9477 2
418_4 TSUG.CAN 6 0.015 524.5948 2.65
418_4 TSUG.CAN 7 0.0033 1526.6527 1
418_4 TSUG.CAN 8 0.0187 110.305 2
418_4 TSUG.CAN 9 0.0718 40.2572 2
418_4 TSUG.CAN 10 0.0001 0.0001 2
418_5 ABIE.BAL 1 0.355 13.8223 2.65
418_5 ABIE.BAL 2 0.5 6.5737 2
418_5 ABIE.BAL 3 0.1435 4.8016 2
418_5 ABIE.BAL 4 0.1435 4.6451 2
418_5 ABIE.BAL 5 0.0374 0.3439 2
418_5 ABIE.BAL 6 0.015 62.6761 2.65
418_5 ABIE.BAL 7 0.0033 269.9186 1
418_5 ABIE.BAL 8 0.0187 0.1234 2
418_5 ABIE.BAL 9 0.0718 0.0488 2
418_5 ABIE.BAL 10 0.0001 0.0001 2
418_5 ACER.RUB 1 0.355 61.4063 2.65
418_5 ACER.RUB 2 0.5 27.8923 2
418_5 ACER.RUB 3 0.1435 42.5626 2
418_5 ACER.RUB 4 0.1435 19.7796 2
418_5 ACER.RUB 5 0.0374 12.6691 2
418_5 ACER.RUB 6 0.015 318.0085 2.65
418_5 ACER.RUB 7 0.0033 1160.7113 1
418_5 ACER.RUB 8 0.0187 13.9181 2
418_5 ACER.RUB 9 0.0718 10.0233 2
418_5 ACER.RUB 10 0.0001 0.0001 2
418_5 ACER.SAH 1 0.355 143.9241 2.65
418_5 ACER.SAH 2 0.5 56.07 2
418_5 ACER.SAH 3 0.1435 166.6998 2
418_5 ACER.SAH 4 0.1435 42.1821 2
418_5 ACER.SAH 5 0.0374 117.075 2
418_5 ACER.SAH 6 0.015 1009.3702 2.65
418_5 ACER.SAH 7 0.0033 3149.0854 1
418_5 ACER.SAH 8 0.0187 116.6867 2
418_5 ACER.SAH 9 0.0718 61.9422 2
418_5 ACER.SAH 10 0.0001 0.0001 2
418_5 BETU.ALL 1 0.355 103.5622 2.65
418_5 BETU.ALL 2 0.5 44.5299 2
418_5 BETU.ALL 3 0.1435 83.8535 2
418_5 BETU.ALL 4 0.1435 30.8931 2
418_5 BETU.ALL 5 0.0374 48.5246 2
418_5 BETU.ALL 6 0.015 563.3729 2.65
418_5 BETU.ALL 7 0.0033 1903.9755 1
418_5 BETU.ALL 8 0.0187 53.9685 2
418_5 BETU.ALL 9 0.0718 27.3018 2
418_5 BETU.ALL 10 0.0001 0.0001 2
418_5 BETU.PAP 1 0.355 43.6862 2.65
418_5 BETU.PAP 2 0.5 21.2832 2
418_5 BETU.PAP 3 0.1435 17.1761 2
418_5 BETU.PAP 4 0.1435 14.826 2
418_5 BETU.PAP 5 0.0374 0.5496 2
418_5 BETU.PAP 6 0.015 195.8951 2.65
418_5 BETU.PAP 7 0.0033 826.9125 1
418_5 BETU.PAP 8 0.0187 0.6291 2
418_5 BETU.PAP 9 0.0718 0.6194 2
418_5 BETU.PAP 10 0.0001 0.0001 2
418_5 FAGU.GRA 1 0.355 111.6227 2.65
418_5 FAGU.GRA 2 0.5 39.268 2
